random	SNP_n	Gene_n
gtex_rsid8390.bed	2	2
gtex_rsid8391.bed	6	14
gtex_rsid8392.bed	7	25
gtex_rsid8393.bed	4	17
gtex_rsid8394.bed	2	2
gtex_rsid8395.bed	4	5
gtex_rsid8396.bed	5	10
gtex_rsid8397.bed	3	4
gtex_rsid8398.bed	3	6
gtex_rsid8399.bed	2	2
gtex_rsid8400.bed	5	13
gtex_rsid8401.bed	4	7
gtex_rsid8402.bed	3	4
gtex_rsid8403.bed	2	4
gtex_rsid8404.bed	4	5
gtex_rsid8405.bed	1	1
gtex_rsid8406.bed	5	8
gtex_rsid8407.bed	0	0
gtex_rsid8408.bed	5	5
gtex_rsid8409.bed	5	6
gtex_rsid8410.bed	8	14
gtex_rsid8411.bed	1	8
gtex_rsid8412.bed	1	2
gtex_rsid8413.bed	6	6
gtex_rsid8414.bed	8	20
gtex_rsid8415.bed	2	2
gtex_rsid8416.bed	3	6
gtex_rsid8417.bed	3	10
gtex_rsid8418.bed	5	8
gtex_rsid8419.bed	8	18
gtex_rsid8420.bed	6	10
gtex_rsid8421.bed	4	11
gtex_rsid8422.bed	9	24
gtex_rsid8423.bed	2	2
gtex_rsid8424.bed	3	8
gtex_rsid8425.bed	5	8
gtex_rsid8426.bed	5	8
gtex_rsid8427.bed	2	7
gtex_rsid8428.bed	2	3
gtex_rsid8429.bed	8	17
gtex_rsid8430.bed	7	21
gtex_rsid8431.bed	4	8
gtex_rsid8432.bed	10	29
gtex_rsid8433.bed	2	5
gtex_rsid8434.bed	2	2
gtex_rsid8435.bed	4	6
gtex_rsid8436.bed	9	28
gtex_rsid8437.bed	2	2
gtex_rsid8438.bed	7	14
gtex_rsid8439.bed	5	14
gtex_rsid8440.bed	5	9
gtex_rsid8441.bed	5	6
gtex_rsid8442.bed	5	12
gtex_rsid8443.bed	4	5
gtex_rsid8444.bed	6	15
gtex_rsid8445.bed	6	12
gtex_rsid8446.bed	5	8
gtex_rsid8447.bed	6	8
gtex_rsid8448.bed	1	4
gtex_rsid8449.bed	2	2
gtex_rsid8450.bed	7	19
gtex_rsid8451.bed	4	16
gtex_rsid8452.bed	8	19
gtex_rsid8453.bed	4	6
gtex_rsid8454.bed	5	13
gtex_rsid8455.bed	5	7
gtex_rsid8456.bed	4	5
gtex_rsid8457.bed	3	7
gtex_rsid8458.bed	6	11
gtex_rsid8459.bed	7	15
gtex_rsid8460.bed	5	10
gtex_rsid8461.bed	4	5
gtex_rsid8462.bed	6	11
gtex_rsid8463.bed	5	8
gtex_rsid8464.bed	6	8
gtex_rsid8465.bed	6	12
gtex_rsid8466.bed	2	3
gtex_rsid8467.bed	3	3
gtex_rsid8468.bed	5	9
gtex_rsid8469.bed	4	6
gtex_rsid8470.bed	5	11
gtex_rsid8471.bed	7	12
gtex_rsid8472.bed	5	24
gtex_rsid8473.bed	3	6
gtex_rsid8474.bed	3	7
gtex_rsid8475.bed	5	5
gtex_rsid8476.bed	8	11
gtex_rsid8477.bed	7	12
gtex_rsid8478.bed	4	8
gtex_rsid8479.bed	3	10
gtex_rsid8480.bed	10	24
gtex_rsid8481.bed	9	12
gtex_rsid8482.bed	4	5
gtex_rsid8483.bed	5	10
gtex_rsid8484.bed	2	4
gtex_rsid8485.bed	5	8
gtex_rsid8486.bed	4	10
gtex_rsid8487.bed	6	13
gtex_rsid8488.bed	6	16
gtex_rsid8489.bed	2	3
gtex_rsid8490.bed	4	26
gtex_rsid8491.bed	7	8
gtex_rsid8492.bed	4	10
gtex_rsid8493.bed	3	4
gtex_rsid8494.bed	5	6
gtex_rsid8495.bed	4	7
gtex_rsid8496.bed	2	3
gtex_rsid8497.bed	2	3
gtex_rsid8498.bed	8	10
gtex_rsid8499.bed	6	13
gtex_rsid8500.bed	6	13
gtex_rsid8501.bed	1	1
gtex_rsid8502.bed	2	2
gtex_rsid8503.bed	1	1
gtex_rsid8504.bed	2	2
gtex_rsid8505.bed	5	6
gtex_rsid8506.bed	7	18
gtex_rsid8507.bed	7	16
gtex_rsid8508.bed	6	13
gtex_rsid8509.bed	3	3
gtex_rsid8510.bed	4	4
gtex_rsid8511.bed	5	12
gtex_rsid8512.bed	1	9
gtex_rsid8513.bed	5	11
gtex_rsid8514.bed	3	4
gtex_rsid8515.bed	7	9
gtex_rsid8516.bed	9	18
gtex_rsid8517.bed	6	12
gtex_rsid8518.bed	2	2
gtex_rsid8519.bed	4	5
gtex_rsid8520.bed	5	5
gtex_rsid8521.bed	4	14
gtex_rsid8522.bed	4	9
gtex_rsid8523.bed	5	7
gtex_rsid8524.bed	6	14
gtex_rsid8525.bed	6	25
gtex_rsid8526.bed	2	4
gtex_rsid8527.bed	1	1
gtex_rsid8528.bed	7	13
gtex_rsid8529.bed	5	13
gtex_rsid8530.bed	3	4
gtex_rsid8531.bed	4	8
gtex_rsid8532.bed	7	19
gtex_rsid8533.bed	3	12
gtex_rsid8534.bed	1	2
gtex_rsid8535.bed	2	2
gtex_rsid8536.bed	4	4
gtex_rsid8537.bed	6	12
gtex_rsid8538.bed	1	1
gtex_rsid8539.bed	5	11
gtex_rsid8540.bed	3	5
gtex_rsid8541.bed	2	2
gtex_rsid8542.bed	5	7
gtex_rsid8543.bed	3	18
gtex_rsid8544.bed	3	4
gtex_rsid8545.bed	3	5
gtex_rsid8546.bed	3	3
gtex_rsid8547.bed	6	21
gtex_rsid8548.bed	6	13
gtex_rsid8549.bed	5	7
gtex_rsid8550.bed	5	10
gtex_rsid8551.bed	7	11
gtex_rsid8552.bed	7	21
gtex_rsid8553.bed	7	8
gtex_rsid8554.bed	2	4
gtex_rsid8555.bed	6	11
gtex_rsid8556.bed	4	6
gtex_rsid8557.bed	5	8
gtex_rsid8558.bed	5	11
gtex_rsid8559.bed	5	11
gtex_rsid8560.bed	6	10
gtex_rsid8561.bed	7	20
gtex_rsid8562.bed	2	3
gtex_rsid8563.bed	4	6
gtex_rsid8564.bed	10	32
gtex_rsid8565.bed	6	9
gtex_rsid8566.bed	7	11
gtex_rsid8567.bed	3	7
gtex_rsid8568.bed	3	18
gtex_rsid8569.bed	6	8
gtex_rsid8570.bed	2	2
gtex_rsid8571.bed	7	13
gtex_rsid8572.bed	3	3
gtex_rsid8573.bed	4	8
gtex_rsid8574.bed	4	7
gtex_rsid8575.bed	3	8
gtex_rsid8576.bed	4	9
gtex_rsid8577.bed	11	22
gtex_rsid8578.bed	2	2
gtex_rsid8579.bed	7	19
gtex_rsid8580.bed	7	11
gtex_rsid8581.bed	2	2
gtex_rsid8582.bed	7	16
gtex_rsid8583.bed	4	7
gtex_rsid8584.bed	7	33
gtex_rsid8585.bed	3	3
gtex_rsid8586.bed	1	1
gtex_rsid8587.bed	7	23
gtex_rsid8588.bed	2	10
gtex_rsid8589.bed	4	11
gtex_rsid8590.bed	1	1
gtex_rsid8591.bed	1	1
gtex_rsid8592.bed	2	2
gtex_rsid8593.bed	8	16
gtex_rsid8594.bed	6	8
gtex_rsid8595.bed	2	2
gtex_rsid8596.bed	6	9
gtex_rsid8597.bed	3	4
gtex_rsid8598.bed	3	4
gtex_rsid8599.bed	5	10
gtex_rsid8600.bed	4	7
gtex_rsid8601.bed	3	7
gtex_rsid8602.bed	2	6
gtex_rsid8603.bed	3	15
gtex_rsid8604.bed	9	18
gtex_rsid8605.bed	8	8
gtex_rsid8606.bed	7	13
gtex_rsid8607.bed	6	7
gtex_rsid8608.bed	3	3
gtex_rsid8609.bed	2	3
gtex_rsid8610.bed	4	9
gtex_rsid8611.bed	6	9
gtex_rsid8612.bed	5	7
gtex_rsid8613.bed	6	11
gtex_rsid8614.bed	6	12
gtex_rsid8615.bed	4	9
gtex_rsid8616.bed	2	3
gtex_rsid8617.bed	3	11
gtex_rsid8618.bed	5	7
gtex_rsid8619.bed	7	16
gtex_rsid8620.bed	7	12
gtex_rsid8621.bed	7	10
gtex_rsid8622.bed	7	10
gtex_rsid8623.bed	5	6
gtex_rsid8624.bed	3	3
gtex_rsid8625.bed	7	18
gtex_rsid8626.bed	6	11
gtex_rsid8627.bed	2	5
gtex_rsid8628.bed	5	6
gtex_rsid8629.bed	6	13
gtex_rsid8630.bed	8	16
gtex_rsid8631.bed	5	7
gtex_rsid8632.bed	9	12
gtex_rsid8633.bed	4	4
gtex_rsid8634.bed	4	5
gtex_rsid8635.bed	3	10
gtex_rsid8636.bed	5	11
gtex_rsid8637.bed	6	27
gtex_rsid8638.bed	3	3
gtex_rsid8639.bed	5	12
gtex_rsid8640.bed	5	10
gtex_rsid8641.bed	6	10
gtex_rsid8642.bed	3	4
gtex_rsid8643.bed	4	4
gtex_rsid8644.bed	2	8
gtex_rsid8645.bed	6	8
gtex_rsid8646.bed	4	8
gtex_rsid8647.bed	4	8
gtex_rsid8648.bed	2	5
gtex_rsid8649.bed	3	5
gtex_rsid8650.bed	1	1
gtex_rsid8651.bed	6	13
gtex_rsid8652.bed	3	6
gtex_rsid8653.bed	3	3
gtex_rsid8654.bed	6	16
gtex_rsid8655.bed	6	14
gtex_rsid8656.bed	4	12
gtex_rsid8657.bed	3	6
gtex_rsid8658.bed	5	10
gtex_rsid8659.bed	3	5
gtex_rsid8660.bed	1	1
gtex_rsid8661.bed	7	13
gtex_rsid8662.bed	6	8
gtex_rsid8663.bed	7	12
gtex_rsid8664.bed	7	11
gtex_rsid8665.bed	5	6
gtex_rsid8666.bed	2	11
gtex_rsid8667.bed	3	4
gtex_rsid8668.bed	7	24
gtex_rsid8669.bed	5	7
gtex_rsid8670.bed	5	7
gtex_rsid8671.bed	8	29
gtex_rsid8672.bed	4	9
gtex_rsid8673.bed	5	13
gtex_rsid8674.bed	5	11
gtex_rsid8675.bed	2	7
gtex_rsid8676.bed	4	7
gtex_rsid8677.bed	3	5
gtex_rsid8678.bed	8	16
gtex_rsid8679.bed	3	7
gtex_rsid8680.bed	4	7
gtex_rsid8681.bed	4	4
gtex_rsid8682.bed	3	9
gtex_rsid8683.bed	5	8
gtex_rsid8684.bed	9	27
gtex_rsid8685.bed	5	7
gtex_rsid8686.bed	3	4
gtex_rsid8687.bed	9	17
gtex_rsid8688.bed	8	16
gtex_rsid8689.bed	6	6
gtex_rsid8690.bed	4	4
gtex_rsid8691.bed	9	23
gtex_rsid8692.bed	5	9
gtex_rsid8693.bed	6	11
gtex_rsid8694.bed	4	15
gtex_rsid8695.bed	5	6
gtex_rsid8696.bed	11	16
gtex_rsid8697.bed	9	23
gtex_rsid8698.bed	7	18
gtex_rsid8699.bed	4	9
gtex_rsid8700.bed	3	5
gtex_rsid8701.bed	3	3
gtex_rsid8702.bed	3	8
gtex_rsid8703.bed	9	13
gtex_rsid8704.bed	6	9
gtex_rsid8705.bed	4	5
gtex_rsid8706.bed	4	8
gtex_rsid8707.bed	7	13
gtex_rsid8708.bed	6	17
gtex_rsid8709.bed	8	13
gtex_rsid8710.bed	4	9
gtex_rsid8711.bed	5	8
gtex_rsid8712.bed	7	14
gtex_rsid8713.bed	2	3
gtex_rsid8714.bed	10	15
gtex_rsid8715.bed	1	1
gtex_rsid8716.bed	5	17
gtex_rsid8717.bed	7	9
gtex_rsid8718.bed	4	11
gtex_rsid8719.bed	4	7
gtex_rsid8720.bed	3	5
gtex_rsid8721.bed	3	4
gtex_rsid8722.bed	3	5
gtex_rsid8723.bed	3	10
gtex_rsid8724.bed	2	4
gtex_rsid8725.bed	9	15
gtex_rsid8726.bed	3	4
gtex_rsid8727.bed	4	13
gtex_rsid8728.bed	6	14
gtex_rsid8729.bed	5	10
gtex_rsid8730.bed	1	1
gtex_rsid8731.bed	4	13
gtex_rsid8732.bed	3	7
gtex_rsid8733.bed	5	17
gtex_rsid8734.bed	2	7
gtex_rsid8735.bed	6	10
gtex_rsid8736.bed	8	16
gtex_rsid8737.bed	3	4
gtex_rsid8738.bed	2	3
gtex_rsid8739.bed	4	8
gtex_rsid8740.bed	4	16
gtex_rsid8741.bed	7	9
gtex_rsid8742.bed	3	9
gtex_rsid8743.bed	5	10
gtex_rsid8744.bed	7	11
gtex_rsid8745.bed	5	8
gtex_rsid8746.bed	4	7
gtex_rsid8747.bed	2	4
gtex_rsid8748.bed	11	16
gtex_rsid8749.bed	4	5
gtex_rsid8750.bed	5	8
gtex_rsid8751.bed	6	9
gtex_rsid8752.bed	7	21
gtex_rsid8753.bed	6	11
gtex_rsid8754.bed	4	14
gtex_rsid8755.bed	3	3
gtex_rsid8756.bed	6	7
gtex_rsid8757.bed	5	13
gtex_rsid8758.bed	4	5
gtex_rsid8759.bed	5	14
gtex_rsid8760.bed	6	11
gtex_rsid8761.bed	9	21
gtex_rsid8762.bed	4	5
gtex_rsid8763.bed	6	12
gtex_rsid8764.bed	7	13
gtex_rsid8765.bed	5	8
gtex_rsid8766.bed	3	5
gtex_rsid8767.bed	4	4
gtex_rsid8768.bed	7	16
gtex_rsid8769.bed	10	15
gtex_rsid8770.bed	10	24
gtex_rsid8771.bed	3	8
gtex_rsid8772.bed	7	7
gtex_rsid8773.bed	4	7
gtex_rsid8774.bed	4	9
gtex_rsid8775.bed	1	2
gtex_rsid8776.bed	4	8
gtex_rsid8777.bed	1	1
gtex_rsid8778.bed	2	3
gtex_rsid8779.bed	2	9
gtex_rsid8780.bed	3	5
gtex_rsid8781.bed	7	14
gtex_rsid8782.bed	3	3
gtex_rsid8783.bed	6	8
gtex_rsid8784.bed	6	18
gtex_rsid8785.bed	6	10
gtex_rsid8786.bed	1	2
gtex_rsid8787.bed	4	6
gtex_rsid8788.bed	7	11
gtex_rsid8789.bed	7	12
gtex_rsid8790.bed	4	11
gtex_rsid8791.bed	3	5
gtex_rsid8792.bed	6	25
gtex_rsid8793.bed	6	20
gtex_rsid8794.bed	7	22
gtex_rsid8795.bed	5	7
gtex_rsid8796.bed	2	6
gtex_rsid8797.bed	4	9
gtex_rsid8798.bed	8	16
gtex_rsid8799.bed	4	13
gtex_rsid8800.bed	5	8
gtex_rsid8801.bed	4	6
gtex_rsid8802.bed	5	8
gtex_rsid8803.bed	3	4
gtex_rsid8804.bed	3	4
gtex_rsid8805.bed	2	2
gtex_rsid8806.bed	6	15
gtex_rsid8807.bed	7	13
gtex_rsid8808.bed	5	10
gtex_rsid8809.bed	6	9
gtex_rsid8810.bed	4	6
gtex_rsid8811.bed	5	9
gtex_rsid8812.bed	4	7
gtex_rsid8813.bed	4	4
gtex_rsid8814.bed	4	5
gtex_rsid8815.bed	6	9
gtex_rsid8816.bed	3	12
gtex_rsid8817.bed	4	7
gtex_rsid8818.bed	3	3
gtex_rsid8819.bed	3	3
gtex_rsid8820.bed	3	3
gtex_rsid8821.bed	5	8
gtex_rsid8822.bed	2	5
gtex_rsid8823.bed	8	34
gtex_rsid8824.bed	3	8
gtex_rsid8825.bed	6	7
gtex_rsid8826.bed	6	7
gtex_rsid8827.bed	1	2
gtex_rsid8828.bed	3	4
gtex_rsid8829.bed	6	19
gtex_rsid8830.bed	2	2
gtex_rsid8831.bed	2	5
gtex_rsid8832.bed	7	8
gtex_rsid8833.bed	6	8
gtex_rsid8834.bed	3	8
gtex_rsid8835.bed	4	5
gtex_rsid8836.bed	3	7
gtex_rsid8837.bed	4	5
gtex_rsid8838.bed	5	7
gtex_rsid8839.bed	4	5
gtex_rsid8840.bed	2	4
gtex_rsid8841.bed	2	11
gtex_rsid8842.bed	4	5
gtex_rsid8843.bed	3	8
gtex_rsid8844.bed	3	4
gtex_rsid8845.bed	9	48
gtex_rsid8846.bed	2	8
gtex_rsid8847.bed	7	11
gtex_rsid8848.bed	5	6
gtex_rsid8849.bed	3	7
gtex_rsid8850.bed	4	10
gtex_rsid8851.bed	4	6
gtex_rsid8852.bed	2	4
gtex_rsid8853.bed	4	16
gtex_rsid8854.bed	7	11
gtex_rsid8855.bed	2	2
gtex_rsid8856.bed	3	4
gtex_rsid8857.bed	8	16
gtex_rsid8858.bed	6	11
gtex_rsid8859.bed	4	7
gtex_rsid8860.bed	2	2
gtex_rsid8861.bed	1	1
gtex_rsid8862.bed	6	9
gtex_rsid8863.bed	5	7
gtex_rsid8864.bed	4	6
gtex_rsid8865.bed	7	12
gtex_rsid8866.bed	11	21
gtex_rsid8867.bed	4	5
gtex_rsid8868.bed	4	8
gtex_rsid8869.bed	6	15
gtex_rsid8870.bed	2	2
gtex_rsid8871.bed	5	15
gtex_rsid8872.bed	6	9
gtex_rsid8873.bed	1	1
gtex_rsid8874.bed	2	13
gtex_rsid8875.bed	3	8
gtex_rsid8876.bed	5	8
gtex_rsid8877.bed	6	13
gtex_rsid8878.bed	6	19
gtex_rsid8879.bed	2	11
gtex_rsid8880.bed	5	9
gtex_rsid8881.bed	4	5
gtex_rsid8882.bed	4	5
gtex_rsid8883.bed	2	5
gtex_rsid8884.bed	2	3
gtex_rsid8885.bed	4	5
gtex_rsid8886.bed	4	6
gtex_rsid8887.bed	7	18
gtex_rsid8888.bed	1	1
gtex_rsid8889.bed	7	14
gtex_rsid8890.bed	6	10
gtex_rsid8891.bed	4	6
gtex_rsid8892.bed	2	7
gtex_rsid8893.bed	2	3
gtex_rsid8894.bed	4	7
gtex_rsid8895.bed	6	8
gtex_rsid8896.bed	4	6
gtex_rsid8897.bed	6	11
gtex_rsid8898.bed	4	6
gtex_rsid8899.bed	2	2
gtex_rsid8900.bed	3	3
gtex_rsid8901.bed	5	5
gtex_rsid8902.bed	2	3
gtex_rsid8903.bed	3	3
gtex_rsid8904.bed	2	2
gtex_rsid8905.bed	2	4
gtex_rsid8906.bed	1	4
gtex_rsid8907.bed	6	11
gtex_rsid8908.bed	5	8
gtex_rsid8909.bed	4	7
gtex_rsid8910.bed	4	5
gtex_rsid8911.bed	3	6
gtex_rsid8912.bed	5	11
gtex_rsid8913.bed	3	3
gtex_rsid8914.bed	3	4
gtex_rsid8915.bed	7	17
gtex_rsid8916.bed	3	10
gtex_rsid8917.bed	7	15
gtex_rsid8918.bed	4	11
gtex_rsid8919.bed	5	9
gtex_rsid8920.bed	4	10
gtex_rsid8921.bed	4	8
gtex_rsid8922.bed	3	5
gtex_rsid8923.bed	4	9
gtex_rsid8924.bed	5	5
gtex_rsid8925.bed	3	18
gtex_rsid8926.bed	5	7
gtex_rsid8927.bed	4	12
gtex_rsid8928.bed	5	23
gtex_rsid8929.bed	4	5
gtex_rsid8930.bed	8	37
gtex_rsid8931.bed	5	7
gtex_rsid8932.bed	5	8
gtex_rsid8933.bed	8	17
gtex_rsid8934.bed	4	6
gtex_rsid8935.bed	3	7
gtex_rsid8936.bed	1	1
gtex_rsid8937.bed	7	10
gtex_rsid8938.bed	2	2
gtex_rsid8939.bed	6	8
gtex_rsid8940.bed	4	6
gtex_rsid8941.bed	3	4
gtex_rsid8942.bed	2	5
gtex_rsid8943.bed	6	9
gtex_rsid8944.bed	4	7
gtex_rsid8945.bed	3	5
gtex_rsid8946.bed	3	3
gtex_rsid8947.bed	5	7
gtex_rsid8948.bed	0	0
gtex_rsid8949.bed	2	4
gtex_rsid8950.bed	5	7
gtex_rsid8951.bed	9	16
gtex_rsid8952.bed	5	15
gtex_rsid8953.bed	3	16
gtex_rsid8954.bed	7	15
gtex_rsid8955.bed	4	10
gtex_rsid8956.bed	3	7
gtex_rsid8957.bed	6	14
gtex_rsid8958.bed	1	2
gtex_rsid8959.bed	5	20
gtex_rsid8960.bed	2	2
gtex_rsid8961.bed	3	3
gtex_rsid8962.bed	7	8
gtex_rsid8963.bed	6	14
gtex_rsid8964.bed	4	7
gtex_rsid8965.bed	4	5
gtex_rsid8966.bed	8	10
gtex_rsid8967.bed	3	3
gtex_rsid8968.bed	4	6
gtex_rsid8969.bed	4	5
gtex_rsid8970.bed	7	12
gtex_rsid8971.bed	4	4
gtex_rsid8972.bed	5	19
gtex_rsid8973.bed	4	13
gtex_rsid8974.bed	4	7
gtex_rsid8975.bed	5	7
gtex_rsid8976.bed	0	0
gtex_rsid8977.bed	4	6
gtex_rsid8978.bed	3	3
gtex_rsid8979.bed	7	10
gtex_rsid8980.bed	6	8
gtex_rsid8981.bed	6	14
gtex_rsid8982.bed	7	23
gtex_rsid8983.bed	5	15
gtex_rsid8984.bed	6	10
gtex_rsid8985.bed	6	9
gtex_rsid8986.bed	4	12
gtex_rsid8987.bed	4	4
gtex_rsid8988.bed	5	11
gtex_rsid8989.bed	1	1
gtex_rsid8990.bed	2	2
gtex_rsid8991.bed	7	22
gtex_rsid8992.bed	8	19
gtex_rsid8993.bed	3	16
gtex_rsid8994.bed	5	15
gtex_rsid8995.bed	6	15
gtex_rsid8996.bed	3	3
gtex_rsid8997.bed	1	1
gtex_rsid8998.bed	4	7
gtex_rsid8999.bed	4	4
gtex_rsid9000.bed	5	6
gtex_rsid9001.bed	6	14
gtex_rsid9002.bed	5	9
gtex_rsid9003.bed	6	9
gtex_rsid9004.bed	5	12
gtex_rsid9005.bed	3	3
gtex_rsid9006.bed	1	1
gtex_rsid9007.bed	6	14
gtex_rsid9008.bed	3	3
gtex_rsid9009.bed	1	2
gtex_rsid9010.bed	6	23
gtex_rsid9011.bed	4	4
gtex_rsid9012.bed	4	9
gtex_rsid9013.bed	6	12
gtex_rsid9014.bed	5	14
gtex_rsid9015.bed	4	8
gtex_rsid9016.bed	6	33
gtex_rsid9017.bed	2	6
gtex_rsid9018.bed	6	9
gtex_rsid9019.bed	7	19
gtex_rsid9020.bed	7	20
gtex_rsid9021.bed	7	10
gtex_rsid9022.bed	8	11
gtex_rsid9023.bed	5	8
gtex_rsid9024.bed	8	10
gtex_rsid9025.bed	4	6
gtex_rsid9026.bed	0	0
gtex_rsid9027.bed	8	13
gtex_rsid9028.bed	2	2
gtex_rsid9029.bed	4	11
gtex_rsid9030.bed	6	16
gtex_rsid9031.bed	2	2
gtex_rsid9032.bed	4	6
gtex_rsid9033.bed	6	8
gtex_rsid9034.bed	5	5
gtex_rsid9035.bed	2	5
gtex_rsid9036.bed	4	4
gtex_rsid9037.bed	2	12
gtex_rsid9038.bed	2	2
gtex_rsid9039.bed	6	19
gtex_rsid9040.bed	2	2
gtex_rsid9041.bed	5	14
gtex_rsid9042.bed	3	8
gtex_rsid9043.bed	0	0
gtex_rsid9044.bed	4	11
gtex_rsid9045.bed	7	11
gtex_rsid9046.bed	5	8
gtex_rsid9047.bed	5	9
gtex_rsid9048.bed	1	1
gtex_rsid9049.bed	6	6
gtex_rsid9050.bed	4	12
gtex_rsid9051.bed	6	11
gtex_rsid9052.bed	4	8
gtex_rsid9053.bed	3	3
gtex_rsid9054.bed	6	7
gtex_rsid9055.bed	1	6
gtex_rsid9056.bed	6	9
gtex_rsid9057.bed	3	6
gtex_rsid9058.bed	4	5
gtex_rsid9059.bed	3	4
gtex_rsid9060.bed	7	9
gtex_rsid9061.bed	7	14
gtex_rsid9062.bed	6	9
gtex_rsid9063.bed	6	8
gtex_rsid9064.bed	1	2
gtex_rsid9065.bed	5	12
gtex_rsid9066.bed	6	10
gtex_rsid9067.bed	3	4
gtex_rsid9068.bed	4	5
gtex_rsid9069.bed	5	8
gtex_rsid9070.bed	7	20
gtex_rsid9071.bed	4	13
gtex_rsid9072.bed	2	5
gtex_rsid9073.bed	9	16
gtex_rsid9074.bed	3	11
gtex_rsid9075.bed	9	14
gtex_rsid9076.bed	7	8
gtex_rsid9077.bed	2	4
gtex_rsid9078.bed	7	10
gtex_rsid9079.bed	3	11
gtex_rsid9080.bed	5	15
gtex_rsid9081.bed	8	25
gtex_rsid9082.bed	6	10
gtex_rsid9083.bed	5	9
gtex_rsid9084.bed	6	14
gtex_rsid9085.bed	5	7
gtex_rsid9086.bed	2	3
gtex_rsid9087.bed	5	9
gtex_rsid9088.bed	7	10
gtex_rsid9089.bed	4	10
gtex_rsid9090.bed	3	8
gtex_rsid9091.bed	2	4
gtex_rsid9092.bed	8	14
gtex_rsid9093.bed	8	12
gtex_rsid9094.bed	8	20
gtex_rsid9095.bed	2	2
gtex_rsid9096.bed	2	3
gtex_rsid9097.bed	2	6
gtex_rsid9098.bed	4	6
gtex_rsid9099.bed	2	2
gtex_rsid9100.bed	3	19
gtex_rsid9101.bed	5	10
gtex_rsid9102.bed	3	3
gtex_rsid9103.bed	3	5
gtex_rsid9104.bed	2	2
gtex_rsid9105.bed	4	4
gtex_rsid9106.bed	3	7
gtex_rsid9107.bed	9	14
gtex_rsid9108.bed	4	11
gtex_rsid9109.bed	6	12
gtex_rsid9110.bed	5	22
gtex_rsid9111.bed	4	11
gtex_rsid9112.bed	4	8
gtex_rsid9113.bed	1	1
gtex_rsid9114.bed	4	7
gtex_rsid9115.bed	2	2
gtex_rsid9116.bed	2	8
gtex_rsid9117.bed	8	19
gtex_rsid9118.bed	5	19
gtex_rsid9119.bed	6	12
gtex_rsid9120.bed	5	11
gtex_rsid9121.bed	1	4
gtex_rsid9122.bed	3	6
gtex_rsid9123.bed	6	11
gtex_rsid9124.bed	4	16
gtex_rsid9125.bed	2	3
gtex_rsid9126.bed	4	8
gtex_rsid9127.bed	6	9
gtex_rsid9128.bed	4	5
gtex_rsid9129.bed	4	12
gtex_rsid9130.bed	5	8
gtex_rsid9131.bed	7	10
gtex_rsid9132.bed	5	12
gtex_rsid9133.bed	8	10
gtex_rsid9134.bed	4	5
gtex_rsid9135.bed	4	7
gtex_rsid9136.bed	7	11
gtex_rsid9137.bed	3	4
gtex_rsid9138.bed	4	8
gtex_rsid9139.bed	4	6
gtex_rsid9140.bed	6	15
gtex_rsid9141.bed	3	14
gtex_rsid9142.bed	3	6
gtex_rsid9143.bed	4	11
gtex_rsid9144.bed	2	2
gtex_rsid9145.bed	4	11
gtex_rsid9146.bed	4	4
gtex_rsid9147.bed	3	5
gtex_rsid9148.bed	6	8
gtex_rsid9149.bed	3	3
gtex_rsid9150.bed	7	16
gtex_rsid9151.bed	9	13
gtex_rsid9152.bed	9	13
gtex_rsid9153.bed	1	1
gtex_rsid9154.bed	3	11
gtex_rsid9155.bed	8	12
gtex_rsid9156.bed	7	15
gtex_rsid9157.bed	0	0
gtex_rsid9158.bed	2	4
gtex_rsid9159.bed	3	6
gtex_rsid9160.bed	4	6
gtex_rsid9161.bed	2	4
gtex_rsid9162.bed	3	11
gtex_rsid9163.bed	1	2
gtex_rsid9164.bed	9	21
gtex_rsid9165.bed	4	8
gtex_rsid9166.bed	1	1
gtex_rsid9167.bed	7	7
gtex_rsid9168.bed	8	15
gtex_rsid9169.bed	5	29
gtex_rsid9170.bed	2	3
gtex_rsid9171.bed	5	10
gtex_rsid9172.bed	4	10
gtex_rsid9173.bed	5	5
gtex_rsid9174.bed	5	9
gtex_rsid9175.bed	3	5
gtex_rsid9176.bed	7	9
gtex_rsid9177.bed	6	15
gtex_rsid9178.bed	4	5
gtex_rsid9179.bed	1	3
gtex_rsid9180.bed	4	4
gtex_rsid9181.bed	9	24
gtex_rsid9182.bed	3	7
gtex_rsid9183.bed	4	14
gtex_rsid9184.bed	8	10
gtex_rsid9185.bed	4	22
gtex_rsid9186.bed	4	9
gtex_rsid9187.bed	1	1
gtex_rsid9188.bed	4	6
gtex_rsid9189.bed	0	0
gtex_rsid9190.bed	6	10
gtex_rsid9191.bed	7	14
gtex_rsid9192.bed	3	5
gtex_rsid9193.bed	4	6
gtex_rsid9194.bed	3	14
gtex_rsid9195.bed	3	8
gtex_rsid9196.bed	7	12
gtex_rsid9197.bed	4	14
gtex_rsid9198.bed	2	2
gtex_rsid9199.bed	0	0
gtex_rsid9200.bed	5	17
gtex_rsid9201.bed	3	3
gtex_rsid9202.bed	6	14
gtex_rsid9203.bed	1	2
gtex_rsid9204.bed	6	29
gtex_rsid9205.bed	5	16
gtex_rsid9206.bed	3	6
gtex_rsid9207.bed	4	13
gtex_rsid9208.bed	2	8
gtex_rsid9209.bed	5	6
gtex_rsid9210.bed	5	5
gtex_rsid9211.bed	6	9
