random	SNP_n	Enh_n
encode_rsid8098.tsv	229	229
encode_rsid8099.tsv	265	265
encode_rsid8100.tsv	260	260
encode_rsid8101.tsv	223	223
encode_rsid8102.tsv	248	248
encode_rsid8103.tsv	253	253
encode_rsid8104.tsv	251	251
encode_rsid8105.tsv	230	230
encode_rsid8106.tsv	245	245
encode_rsid8107.tsv	233	233
encode_rsid8108.tsv	252	252
encode_rsid8109.tsv	262	262
encode_rsid8110.tsv	252	251
encode_rsid8111.tsv	230	230
encode_rsid8112.tsv	260	260
encode_rsid8113.tsv	237	237
encode_rsid8114.tsv	221	221
encode_rsid8115.tsv	240	240
encode_rsid8116.tsv	239	239
encode_rsid8117.tsv	245	245
encode_rsid8118.tsv	246	246
encode_rsid8119.tsv	267	266
encode_rsid8120.tsv	245	245
encode_rsid8121.tsv	259	259
encode_rsid8122.tsv	270	270
encode_rsid8123.tsv	260	260
encode_rsid8124.tsv	247	247
encode_rsid8125.tsv	263	261
encode_rsid8126.tsv	234	234
encode_rsid8127.tsv	243	243
encode_rsid8128.tsv	252	252
encode_rsid8129.tsv	267	267
encode_rsid8130.tsv	245	245
encode_rsid8131.tsv	240	240
encode_rsid8132.tsv	224	223
encode_rsid8133.tsv	259	259
encode_rsid8134.tsv	236	236
encode_rsid8135.tsv	215	215
encode_rsid8136.tsv	261	261
encode_rsid8137.tsv	240	240
encode_rsid8138.tsv	236	236
encode_rsid8139.tsv	257	257
encode_rsid8140.tsv	236	236
encode_rsid8141.tsv	241	241
encode_rsid8142.tsv	232	232
encode_rsid8143.tsv	256	256
encode_rsid8144.tsv	232	232
encode_rsid8145.tsv	243	243
encode_rsid8146.tsv	228	228
encode_rsid8147.tsv	248	248
encode_rsid8148.tsv	238	238
encode_rsid8149.tsv	239	239
encode_rsid8150.tsv	251	251
encode_rsid8151.tsv	249	249
encode_rsid8152.tsv	250	250
encode_rsid8153.tsv	270	270
encode_rsid8154.tsv	239	239
encode_rsid8155.tsv	246	246
encode_rsid8156.tsv	242	242
encode_rsid8157.tsv	239	238
encode_rsid8158.tsv	223	223
encode_rsid8159.tsv	220	220
encode_rsid8160.tsv	236	236
encode_rsid8161.tsv	244	243
encode_rsid8162.tsv	260	260
encode_rsid8163.tsv	255	255
encode_rsid8164.tsv	244	244
encode_rsid8165.tsv	246	246
encode_rsid8166.tsv	252	252
encode_rsid8167.tsv	262	261
encode_rsid8168.tsv	243	243
encode_rsid8169.tsv	258	258
encode_rsid8170.tsv	251	251
encode_rsid8171.tsv	257	257
encode_rsid8172.tsv	261	261
encode_rsid8173.tsv	255	255
encode_rsid8174.tsv	251	251
encode_rsid8175.tsv	246	246
encode_rsid8176.tsv	231	231
encode_rsid8177.tsv	250	250
encode_rsid8178.tsv	269	269
encode_rsid8179.tsv	253	252
encode_rsid8180.tsv	255	255
encode_rsid8181.tsv	260	260
encode_rsid8182.tsv	242	242
encode_rsid8183.tsv	233	233
encode_rsid8184.tsv	276	276
encode_rsid8185.tsv	236	236
encode_rsid8186.tsv	243	243
encode_rsid8187.tsv	233	233
encode_rsid8188.tsv	235	235
encode_rsid8189.tsv	223	223
encode_rsid8190.tsv	249	249
encode_rsid8191.tsv	238	238
encode_rsid8192.tsv	252	252
encode_rsid8193.tsv	256	256
encode_rsid8194.tsv	251	251
encode_rsid8195.tsv	254	254
encode_rsid8196.tsv	238	238
encode_rsid8197.tsv	253	253
encode_rsid8198.tsv	257	257
encode_rsid8199.tsv	246	245
encode_rsid8200.tsv	254	254
encode_rsid8201.tsv	267	267
encode_rsid8202.tsv	235	235
encode_rsid8203.tsv	244	244
encode_rsid8204.tsv	249	249
encode_rsid8205.tsv	249	249
encode_rsid8206.tsv	236	236
encode_rsid8207.tsv	231	231
encode_rsid8208.tsv	267	267
encode_rsid8209.tsv	276	276
encode_rsid8210.tsv	268	268
encode_rsid8211.tsv	250	250
encode_rsid8212.tsv	278	278
encode_rsid8213.tsv	273	273
encode_rsid8214.tsv	218	218
encode_rsid8215.tsv	263	263
encode_rsid8216.tsv	241	241
encode_rsid8217.tsv	256	256
encode_rsid8218.tsv	262	262
encode_rsid8219.tsv	244	244
encode_rsid8220.tsv	234	234
encode_rsid8221.tsv	243	243
encode_rsid8222.tsv	223	223
encode_rsid8223.tsv	238	238
encode_rsid8224.tsv	248	248
encode_rsid8225.tsv	252	252
encode_rsid8226.tsv	232	232
encode_rsid8227.tsv	253	253
encode_rsid8228.tsv	245	245
encode_rsid8229.tsv	264	264
encode_rsid8230.tsv	242	242
encode_rsid8231.tsv	245	245
encode_rsid8232.tsv	251	251
encode_rsid8233.tsv	240	240
encode_rsid8234.tsv	253	252
encode_rsid8235.tsv	276	276
encode_rsid8236.tsv	221	221
encode_rsid8237.tsv	228	228
encode_rsid8238.tsv	236	236
encode_rsid8239.tsv	260	260
encode_rsid8240.tsv	269	269
encode_rsid8241.tsv	217	217
encode_rsid8242.tsv	262	262
encode_rsid8243.tsv	256	256
encode_rsid8244.tsv	258	258
encode_rsid8245.tsv	241	241
encode_rsid8246.tsv	236	235
encode_rsid8247.tsv	246	246
encode_rsid8248.tsv	235	235
encode_rsid8249.tsv	258	258
encode_rsid8250.tsv	247	247
encode_rsid8251.tsv	254	254
encode_rsid8252.tsv	256	256
encode_rsid8253.tsv	253	253
encode_rsid8254.tsv	241	241
encode_rsid8255.tsv	250	250
encode_rsid8256.tsv	253	253
encode_rsid8257.tsv	260	260
encode_rsid8258.tsv	197	197
encode_rsid8259.tsv	241	240
encode_rsid8260.tsv	229	229
encode_rsid8261.tsv	242	242
encode_rsid8262.tsv	246	246
encode_rsid8263.tsv	281	281
encode_rsid8264.tsv	265	265
encode_rsid8265.tsv	247	247
encode_rsid8266.tsv	248	248
encode_rsid8267.tsv	228	228
encode_rsid8268.tsv	229	229
encode_rsid8269.tsv	259	259
encode_rsid8270.tsv	231	231
encode_rsid8271.tsv	242	242
encode_rsid8272.tsv	274	274
encode_rsid8273.tsv	283	283
encode_rsid8274.tsv	256	256
encode_rsid8275.tsv	253	252
encode_rsid8276.tsv	241	241
encode_rsid8277.tsv	238	238
encode_rsid8278.tsv	216	216
encode_rsid8279.tsv	254	254
encode_rsid8280.tsv	246	246
encode_rsid8281.tsv	245	245
encode_rsid8282.tsv	252	251
encode_rsid8283.tsv	263	263
encode_rsid8284.tsv	246	246
encode_rsid8285.tsv	245	245
encode_rsid8286.tsv	258	258
encode_rsid8287.tsv	259	259
encode_rsid8288.tsv	241	241
encode_rsid8289.tsv	261	261
encode_rsid8290.tsv	236	236
encode_rsid8291.tsv	252	252
encode_rsid8292.tsv	260	260
encode_rsid8293.tsv	235	235
encode_rsid8294.tsv	268	268
encode_rsid8295.tsv	240	240
encode_rsid8296.tsv	240	240
encode_rsid8297.tsv	264	264
encode_rsid8298.tsv	241	241
encode_rsid8299.tsv	226	226
encode_rsid8300.tsv	251	251
encode_rsid8301.tsv	235	235
encode_rsid8302.tsv	234	234
encode_rsid8303.tsv	239	238
encode_rsid8304.tsv	260	260
encode_rsid8305.tsv	250	249
encode_rsid8306.tsv	277	277
encode_rsid8307.tsv	238	238
encode_rsid8308.tsv	275	275
encode_rsid8309.tsv	235	235
encode_rsid8310.tsv	263	263
encode_rsid8311.tsv	265	264
encode_rsid8312.tsv	259	259
encode_rsid8313.tsv	231	231
encode_rsid8314.tsv	243	243
encode_rsid8315.tsv	256	256
encode_rsid8316.tsv	260	260
encode_rsid8317.tsv	251	251
encode_rsid8318.tsv	260	260
encode_rsid8319.tsv	251	251
encode_rsid8320.tsv	243	243
encode_rsid8321.tsv	247	247
encode_rsid8322.tsv	235	235
encode_rsid8323.tsv	240	239
encode_rsid8324.tsv	238	238
encode_rsid8325.tsv	233	233
encode_rsid8326.tsv	264	264
encode_rsid8327.tsv	235	235
encode_rsid8328.tsv	237	236
encode_rsid8329.tsv	228	228
encode_rsid8330.tsv	230	230
encode_rsid8331.tsv	241	241
encode_rsid8332.tsv	277	276
encode_rsid8333.tsv	267	267
encode_rsid8334.tsv	273	273
encode_rsid8335.tsv	255	255
encode_rsid8336.tsv	237	237
encode_rsid8337.tsv	241	241
encode_rsid8338.tsv	264	264
encode_rsid8339.tsv	225	225
encode_rsid8340.tsv	260	260
encode_rsid8341.tsv	259	259
encode_rsid8342.tsv	243	243
encode_rsid8343.tsv	245	245
encode_rsid8344.tsv	239	238
encode_rsid8345.tsv	243	242
encode_rsid8346.tsv	228	228
encode_rsid8347.tsv	237	237
encode_rsid8348.tsv	271	271
encode_rsid8349.tsv	249	249
encode_rsid8350.tsv	254	254
encode_rsid8351.tsv	252	252
encode_rsid8352.tsv	246	246
encode_rsid8353.tsv	257	257
encode_rsid8354.tsv	238	238
encode_rsid8355.tsv	239	239
encode_rsid8356.tsv	217	217
encode_rsid8357.tsv	227	227
encode_rsid8358.tsv	226	226
encode_rsid8359.tsv	243	243
encode_rsid8360.tsv	255	255
encode_rsid8361.tsv	249	249
encode_rsid8362.tsv	247	247
encode_rsid8363.tsv	252	252
encode_rsid8364.tsv	260	260
encode_rsid8365.tsv	251	251
encode_rsid8366.tsv	254	254
encode_rsid8367.tsv	247	247
encode_rsid8368.tsv	244	243
encode_rsid8369.tsv	270	270
encode_rsid8370.tsv	259	259
encode_rsid8371.tsv	249	249
encode_rsid8372.tsv	222	222
encode_rsid8373.tsv	251	251
encode_rsid8374.tsv	258	258
encode_rsid8375.tsv	236	236
encode_rsid8376.tsv	250	250
encode_rsid8377.tsv	258	258
encode_rsid8378.tsv	246	246
encode_rsid8379.tsv	224	224
encode_rsid8380.tsv	249	249
encode_rsid8381.tsv	249	249
encode_rsid8382.tsv	264	264
encode_rsid8383.tsv	230	230
encode_rsid8384.tsv	234	234
encode_rsid8385.tsv	254	254
encode_rsid8386.tsv	249	249
encode_rsid8387.tsv	260	260
encode_rsid8388.tsv	255	255
encode_rsid8389.tsv	257	257
encode_rsid8390.tsv	246	246
encode_rsid8391.tsv	250	250
encode_rsid8392.tsv	238	238
encode_rsid8393.tsv	242	242
encode_rsid8394.tsv	223	223
encode_rsid8395.tsv	245	245
encode_rsid8396.tsv	261	261
encode_rsid8397.tsv	240	240
encode_rsid8398.tsv	255	255
encode_rsid8399.tsv	240	240
encode_rsid8400.tsv	259	259
encode_rsid8401.tsv	302	302
encode_rsid8402.tsv	240	240
encode_rsid8403.tsv	246	246
encode_rsid8404.tsv	233	233
encode_rsid8405.tsv	245	245
encode_rsid8406.tsv	238	238
encode_rsid8407.tsv	250	250
encode_rsid8408.tsv	267	267
encode_rsid8409.tsv	241	241
encode_rsid8410.tsv	240	240
encode_rsid8411.tsv	224	224
encode_rsid8412.tsv	259	258
encode_rsid8413.tsv	244	244
encode_rsid8414.tsv	256	256
encode_rsid8415.tsv	283	283
encode_rsid8416.tsv	242	242
encode_rsid8417.tsv	255	255
encode_rsid8418.tsv	237	237
encode_rsid8419.tsv	254	254
encode_rsid8420.tsv	250	250
encode_rsid8421.tsv	257	257
encode_rsid8422.tsv	233	233
encode_rsid8423.tsv	237	237
encode_rsid8424.tsv	249	249
encode_rsid8425.tsv	248	248
encode_rsid8426.tsv	241	241
encode_rsid8427.tsv	266	266
encode_rsid8428.tsv	228	228
encode_rsid8429.tsv	242	242
encode_rsid8430.tsv	233	233
encode_rsid8431.tsv	246	246
encode_rsid8432.tsv	250	250
encode_rsid8433.tsv	238	238
encode_rsid8434.tsv	264	264
encode_rsid8435.tsv	224	224
encode_rsid8436.tsv	255	255
encode_rsid8437.tsv	230	230
encode_rsid8438.tsv	239	239
encode_rsid8439.tsv	237	237
encode_rsid8440.tsv	259	259
encode_rsid8441.tsv	245	245
encode_rsid8442.tsv	266	266
encode_rsid8443.tsv	235	235
encode_rsid8444.tsv	248	248
encode_rsid8445.tsv	239	239
encode_rsid8446.tsv	256	256
encode_rsid8447.tsv	255	255
encode_rsid8448.tsv	275	275
encode_rsid8449.tsv	265	265
encode_rsid8450.tsv	249	249
encode_rsid8451.tsv	245	245
encode_rsid8452.tsv	258	258
encode_rsid8453.tsv	225	225
encode_rsid8454.tsv	249	249
encode_rsid8455.tsv	258	258
encode_rsid8456.tsv	246	246
encode_rsid8457.tsv	272	272
encode_rsid8458.tsv	247	247
encode_rsid8459.tsv	261	261
encode_rsid8460.tsv	252	252
encode_rsid8461.tsv	273	273
encode_rsid8462.tsv	247	247
encode_rsid8463.tsv	239	239
encode_rsid8464.tsv	247	246
encode_rsid8465.tsv	251	251
encode_rsid8466.tsv	270	270
encode_rsid8467.tsv	245	245
encode_rsid8468.tsv	226	226
encode_rsid8469.tsv	264	264
encode_rsid8470.tsv	243	243
encode_rsid8471.tsv	280	280
encode_rsid8472.tsv	243	243
encode_rsid8473.tsv	219	219
encode_rsid8474.tsv	241	241
encode_rsid8475.tsv	237	237
encode_rsid8476.tsv	256	255
encode_rsid8477.tsv	228	227
encode_rsid8478.tsv	237	237
encode_rsid8479.tsv	252	252
encode_rsid8480.tsv	264	264
encode_rsid8481.tsv	211	211
encode_rsid8482.tsv	256	256
encode_rsid8483.tsv	234	234
encode_rsid8484.tsv	243	243
encode_rsid8485.tsv	254	254
encode_rsid8486.tsv	240	240
encode_rsid8487.tsv	274	273
encode_rsid8488.tsv	256	256
encode_rsid8489.tsv	247	247
encode_rsid8490.tsv	275	275
encode_rsid8491.tsv	233	233
encode_rsid8492.tsv	258	258
encode_rsid8493.tsv	232	232
encode_rsid8494.tsv	225	225
encode_rsid8495.tsv	243	243
encode_rsid8496.tsv	251	251
encode_rsid8497.tsv	268	268
encode_rsid8498.tsv	240	240
encode_rsid8499.tsv	232	231
encode_rsid8500.tsv	235	235
encode_rsid8501.tsv	249	249
encode_rsid8502.tsv	254	254
encode_rsid8503.tsv	247	247
encode_rsid8504.tsv	267	267
encode_rsid8505.tsv	239	239
encode_rsid8506.tsv	229	229
encode_rsid8507.tsv	262	262
encode_rsid8508.tsv	253	253
encode_rsid8509.tsv	256	256
encode_rsid8510.tsv	239	239
encode_rsid8511.tsv	252	252
encode_rsid8512.tsv	242	242
encode_rsid8513.tsv	248	247
encode_rsid8514.tsv	228	228
encode_rsid8515.tsv	260	260
encode_rsid8516.tsv	258	258
encode_rsid8517.tsv	235	235
encode_rsid8518.tsv	270	270
encode_rsid8519.tsv	251	251
encode_rsid8520.tsv	255	255
encode_rsid8521.tsv	244	244
encode_rsid8522.tsv	264	264
encode_rsid8523.tsv	238	238
encode_rsid8524.tsv	246	246
encode_rsid8525.tsv	231	231
encode_rsid8526.tsv	260	259
encode_rsid8527.tsv	268	268
encode_rsid8528.tsv	237	237
encode_rsid8529.tsv	279	279
encode_rsid8530.tsv	236	236
encode_rsid8531.tsv	244	244
encode_rsid8532.tsv	215	215
encode_rsid8533.tsv	252	252
encode_rsid8534.tsv	272	272
encode_rsid8535.tsv	227	227
encode_rsid8536.tsv	269	268
encode_rsid8537.tsv	279	278
encode_rsid8538.tsv	257	257
encode_rsid8539.tsv	234	234
encode_rsid8540.tsv	217	215
encode_rsid8541.tsv	219	219
encode_rsid8542.tsv	270	270
encode_rsid8543.tsv	266	266
encode_rsid8544.tsv	235	235
encode_rsid8545.tsv	237	237
encode_rsid8546.tsv	253	253
encode_rsid8547.tsv	261	261
encode_rsid8548.tsv	255	255
encode_rsid8549.tsv	244	244
encode_rsid8550.tsv	252	252
encode_rsid8551.tsv	256	256
encode_rsid8552.tsv	254	254
encode_rsid8553.tsv	248	248
encode_rsid8554.tsv	274	273
encode_rsid8555.tsv	243	243
encode_rsid8556.tsv	230	230
encode_rsid8557.tsv	226	226
encode_rsid8558.tsv	231	231
encode_rsid8559.tsv	224	224
encode_rsid8560.tsv	265	265
encode_rsid8561.tsv	254	254
encode_rsid8562.tsv	255	255
encode_rsid8563.tsv	258	258
encode_rsid8564.tsv	253	253
encode_rsid8565.tsv	257	257
encode_rsid8566.tsv	235	235
encode_rsid8567.tsv	276	275
encode_rsid8568.tsv	228	228
encode_rsid8569.tsv	254	254
encode_rsid8570.tsv	235	235
encode_rsid8571.tsv	241	241
encode_rsid8572.tsv	246	246
encode_rsid8573.tsv	244	244
encode_rsid8574.tsv	242	242
encode_rsid8575.tsv	252	252
encode_rsid8576.tsv	232	232
encode_rsid8577.tsv	242	242
encode_rsid8578.tsv	227	227
encode_rsid8579.tsv	270	270
encode_rsid8580.tsv	243	243
encode_rsid8581.tsv	241	241
encode_rsid8582.tsv	275	274
encode_rsid8583.tsv	225	225
encode_rsid8584.tsv	247	247
encode_rsid8585.tsv	249	249
encode_rsid8586.tsv	244	244
encode_rsid8587.tsv	223	223
encode_rsid8588.tsv	247	247
encode_rsid8589.tsv	260	260
encode_rsid8590.tsv	235	235
encode_rsid8591.tsv	249	249
encode_rsid8592.tsv	249	249
encode_rsid8593.tsv	242	242
encode_rsid8594.tsv	241	240
encode_rsid8595.tsv	249	249
encode_rsid8596.tsv	295	295
encode_rsid8597.tsv	243	243
encode_rsid8598.tsv	250	250
encode_rsid8599.tsv	234	234
encode_rsid8600.tsv	259	259
encode_rsid8601.tsv	248	248
encode_rsid8602.tsv	230	230
encode_rsid8603.tsv	212	212
encode_rsid8604.tsv	239	239
encode_rsid8605.tsv	242	242
encode_rsid8606.tsv	252	252
encode_rsid8607.tsv	215	215
encode_rsid8608.tsv	243	243
encode_rsid8609.tsv	264	264
encode_rsid8610.tsv	233	233
encode_rsid8611.tsv	246	246
encode_rsid8612.tsv	247	247
encode_rsid8613.tsv	254	254
encode_rsid8614.tsv	279	279
encode_rsid8615.tsv	237	237
encode_rsid8616.tsv	239	239
encode_rsid8617.tsv	254	254
encode_rsid8618.tsv	274	274
encode_rsid8619.tsv	259	259
encode_rsid8620.tsv	240	240
encode_rsid8621.tsv	246	246
encode_rsid8622.tsv	213	213
encode_rsid8623.tsv	267	267
encode_rsid8624.tsv	242	242
encode_rsid8625.tsv	260	260
encode_rsid8626.tsv	271	271
encode_rsid8627.tsv	236	235
encode_rsid8628.tsv	218	218
encode_rsid8629.tsv	237	237
encode_rsid8630.tsv	245	245
encode_rsid8631.tsv	274	274
encode_rsid8632.tsv	264	264
encode_rsid8633.tsv	237	237
encode_rsid8634.tsv	234	234
encode_rsid8635.tsv	256	256
encode_rsid8636.tsv	271	271
encode_rsid8637.tsv	229	228
encode_rsid8638.tsv	233	233
encode_rsid8639.tsv	251	251
encode_rsid8640.tsv	240	240
encode_rsid8641.tsv	250	250
encode_rsid8642.tsv	254	254
encode_rsid8643.tsv	276	276
encode_rsid8644.tsv	258	258
encode_rsid8645.tsv	252	252
encode_rsid8646.tsv	233	233
encode_rsid8647.tsv	243	243
encode_rsid8648.tsv	258	258
encode_rsid8649.tsv	227	227
encode_rsid8650.tsv	272	272
encode_rsid8651.tsv	245	245
encode_rsid8652.tsv	224	224
encode_rsid8653.tsv	267	267
encode_rsid8654.tsv	256	256
encode_rsid8655.tsv	257	257
encode_rsid8656.tsv	243	243
encode_rsid8657.tsv	240	240
encode_rsid8658.tsv	235	235
encode_rsid8659.tsv	253	253
encode_rsid8660.tsv	264	264
encode_rsid8661.tsv	239	239
encode_rsid8662.tsv	249	249
encode_rsid8663.tsv	253	253
encode_rsid8664.tsv	246	246
encode_rsid8665.tsv	262	262
encode_rsid8666.tsv	272	272
encode_rsid8667.tsv	239	239
encode_rsid8668.tsv	244	244
encode_rsid8669.tsv	268	268
encode_rsid8670.tsv	267	267
encode_rsid8671.tsv	237	237
encode_rsid8672.tsv	260	260
encode_rsid8673.tsv	241	241
encode_rsid8674.tsv	253	253
encode_rsid8675.tsv	236	236
encode_rsid8676.tsv	265	264
encode_rsid8677.tsv	284	284
encode_rsid8678.tsv	256	256
encode_rsid8679.tsv	272	272
encode_rsid8680.tsv	235	235
encode_rsid8681.tsv	243	243
encode_rsid8682.tsv	229	229
encode_rsid8683.tsv	235	235
encode_rsid8684.tsv	238	238
encode_rsid8685.tsv	268	268
encode_rsid8686.tsv	252	252
encode_rsid8687.tsv	264	264
encode_rsid8688.tsv	270	270
encode_rsid8689.tsv	281	281
encode_rsid8690.tsv	270	270
encode_rsid8691.tsv	230	230
encode_rsid8692.tsv	243	243
encode_rsid8693.tsv	252	252
encode_rsid8694.tsv	228	227
encode_rsid8695.tsv	261	260
encode_rsid8696.tsv	263	263
encode_rsid8697.tsv	228	228
encode_rsid8698.tsv	253	253
encode_rsid8699.tsv	242	242
encode_rsid8700.tsv	255	255
encode_rsid8701.tsv	254	254
encode_rsid8702.tsv	218	218
encode_rsid8703.tsv	252	252
encode_rsid8704.tsv	248	248
encode_rsid8705.tsv	240	240
encode_rsid8706.tsv	243	243
encode_rsid8707.tsv	231	231
encode_rsid8708.tsv	218	218
encode_rsid8709.tsv	239	239
encode_rsid8710.tsv	215	215
encode_rsid8711.tsv	276	276
encode_rsid8712.tsv	267	266
encode_rsid8713.tsv	236	236
encode_rsid8714.tsv	227	227
encode_rsid8715.tsv	245	245
encode_rsid8716.tsv	233	233
encode_rsid8717.tsv	232	232
encode_rsid8718.tsv	242	242
encode_rsid8719.tsv	260	260
encode_rsid8720.tsv	227	227
encode_rsid8721.tsv	255	255
encode_rsid8722.tsv	226	226
encode_rsid8723.tsv	261	261
encode_rsid8724.tsv	272	272
encode_rsid8725.tsv	231	231
encode_rsid8726.tsv	251	251
encode_rsid8727.tsv	234	234
encode_rsid8728.tsv	240	240
encode_rsid8729.tsv	243	243
encode_rsid8730.tsv	262	262
encode_rsid8731.tsv	235	235
encode_rsid8732.tsv	246	246
encode_rsid8733.tsv	229	229
encode_rsid8734.tsv	277	277
encode_rsid8735.tsv	265	265
encode_rsid8736.tsv	249	249
encode_rsid8737.tsv	266	266
encode_rsid8738.tsv	250	250
encode_rsid8739.tsv	266	266
encode_rsid8740.tsv	235	235
encode_rsid8741.tsv	257	257
encode_rsid8742.tsv	232	232
encode_rsid8743.tsv	222	222
encode_rsid8744.tsv	256	256
encode_rsid8745.tsv	238	238
encode_rsid8746.tsv	253	252
encode_rsid8747.tsv	240	240
encode_rsid8748.tsv	260	260
encode_rsid8749.tsv	252	252
encode_rsid8750.tsv	247	247
encode_rsid8751.tsv	239	239
encode_rsid8752.tsv	241	241
encode_rsid8753.tsv	250	250
encode_rsid8754.tsv	270	270
encode_rsid8755.tsv	255	255
encode_rsid8756.tsv	248	248
encode_rsid8757.tsv	239	239
encode_rsid8758.tsv	271	271
encode_rsid8759.tsv	247	247
encode_rsid8760.tsv	255	255
encode_rsid8761.tsv	246	246
encode_rsid8762.tsv	228	228
encode_rsid8763.tsv	263	263
encode_rsid8764.tsv	256	256
encode_rsid8765.tsv	255	255
encode_rsid8766.tsv	247	247
encode_rsid8767.tsv	244	244
encode_rsid8768.tsv	258	258
encode_rsid8769.tsv	228	228
encode_rsid8770.tsv	240	240
encode_rsid8771.tsv	235	235
encode_rsid8772.tsv	260	260
encode_rsid8773.tsv	274	274
encode_rsid8774.tsv	268	268
encode_rsid8775.tsv	225	225
encode_rsid8776.tsv	255	255
encode_rsid8777.tsv	239	239
encode_rsid8778.tsv	253	253
encode_rsid8779.tsv	269	269
encode_rsid8780.tsv	252	252
encode_rsid8781.tsv	226	226
encode_rsid8782.tsv	243	243
encode_rsid8783.tsv	230	230
encode_rsid8784.tsv	250	250
encode_rsid8785.tsv	241	241
encode_rsid8786.tsv	260	260
encode_rsid8787.tsv	277	277
encode_rsid8788.tsv	254	254
encode_rsid8789.tsv	244	244
encode_rsid8790.tsv	273	273
encode_rsid8791.tsv	256	256
encode_rsid8792.tsv	234	234
encode_rsid8793.tsv	224	224
encode_rsid8794.tsv	251	251
encode_rsid8795.tsv	229	229
encode_rsid8796.tsv	225	225
encode_rsid8797.tsv	262	262
encode_rsid8798.tsv	228	228
encode_rsid8799.tsv	243	243
encode_rsid8800.tsv	235	235
encode_rsid8801.tsv	241	241
encode_rsid8802.tsv	241	241
encode_rsid8803.tsv	239	239
encode_rsid8804.tsv	268	268
encode_rsid8805.tsv	264	264
encode_rsid8806.tsv	252	252
encode_rsid8807.tsv	245	245
encode_rsid8808.tsv	238	238
encode_rsid8809.tsv	271	271
encode_rsid8810.tsv	227	227
encode_rsid8811.tsv	250	250
encode_rsid8812.tsv	244	244
encode_rsid8813.tsv	232	232
encode_rsid8814.tsv	249	249
encode_rsid8815.tsv	266	266
encode_rsid8816.tsv	258	257
encode_rsid8817.tsv	261	261
encode_rsid8818.tsv	224	224
encode_rsid8819.tsv	261	261
encode_rsid8820.tsv	219	219
encode_rsid8821.tsv	231	231
encode_rsid8822.tsv	262	261
encode_rsid8823.tsv	257	257
encode_rsid8824.tsv	274	273
encode_rsid8825.tsv	262	262
encode_rsid8826.tsv	240	240
encode_rsid8827.tsv	254	254
encode_rsid8828.tsv	267	267
encode_rsid8829.tsv	269	269
encode_rsid8830.tsv	259	259
encode_rsid8831.tsv	244	244
encode_rsid8832.tsv	233	233
encode_rsid8833.tsv	249	249
encode_rsid8834.tsv	244	244
encode_rsid8835.tsv	242	242
encode_rsid8836.tsv	229	229
encode_rsid8837.tsv	263	263
encode_rsid8838.tsv	256	256
encode_rsid8839.tsv	251	251
encode_rsid8840.tsv	255	255
encode_rsid8841.tsv	273	272
encode_rsid8842.tsv	254	254
encode_rsid8843.tsv	241	240
encode_rsid8844.tsv	215	215
encode_rsid8845.tsv	267	267
encode_rsid8846.tsv	245	245
encode_rsid8847.tsv	258	258
encode_rsid8848.tsv	266	266
encode_rsid8849.tsv	258	258
encode_rsid8850.tsv	241	241
encode_rsid8851.tsv	256	256
encode_rsid8852.tsv	273	273
encode_rsid8853.tsv	237	237
encode_rsid8854.tsv	281	281
encode_rsid8855.tsv	249	249
encode_rsid8856.tsv	242	242
encode_rsid8857.tsv	256	256
encode_rsid8858.tsv	252	252
encode_rsid8859.tsv	249	249
encode_rsid8860.tsv	278	278
encode_rsid8861.tsv	276	276
encode_rsid8862.tsv	258	258
encode_rsid8863.tsv	252	252
encode_rsid8864.tsv	237	237
encode_rsid8865.tsv	233	233
encode_rsid8866.tsv	265	265
encode_rsid8867.tsv	249	249
encode_rsid8868.tsv	230	230
encode_rsid8869.tsv	262	262
encode_rsid8870.tsv	231	230
encode_rsid8871.tsv	268	268
encode_rsid8872.tsv	238	238
encode_rsid8873.tsv	230	230
encode_rsid8874.tsv	259	259
encode_rsid8875.tsv	253	253
encode_rsid8876.tsv	269	269
encode_rsid8877.tsv	271	271
encode_rsid8878.tsv	249	249
encode_rsid8879.tsv	266	266
encode_rsid8880.tsv	251	251
encode_rsid8881.tsv	240	240
encode_rsid8882.tsv	239	239
encode_rsid8883.tsv	258	258
encode_rsid8884.tsv	263	263
encode_rsid8885.tsv	230	230
encode_rsid8886.tsv	230	230
encode_rsid8887.tsv	272	272
encode_rsid8888.tsv	267	267
encode_rsid8889.tsv	236	236
encode_rsid8890.tsv	268	268
encode_rsid8891.tsv	246	246
encode_rsid8892.tsv	276	276
encode_rsid8893.tsv	233	233
encode_rsid8894.tsv	246	246
encode_rsid8895.tsv	246	246
encode_rsid8896.tsv	261	261
encode_rsid8897.tsv	243	243
encode_rsid8898.tsv	255	255
encode_rsid8899.tsv	261	261
encode_rsid8900.tsv	282	282
encode_rsid8901.tsv	243	242
encode_rsid8902.tsv	258	258
encode_rsid8903.tsv	257	257
encode_rsid8904.tsv	256	255
encode_rsid8905.tsv	261	261
encode_rsid8906.tsv	259	259
encode_rsid8907.tsv	239	239
encode_rsid8908.tsv	249	249
encode_rsid8909.tsv	263	263
encode_rsid8910.tsv	242	241
encode_rsid8911.tsv	236	236
encode_rsid8912.tsv	227	227
encode_rsid8913.tsv	239	239
encode_rsid8914.tsv	242	242
encode_rsid8915.tsv	251	251
encode_rsid8916.tsv	239	239
encode_rsid8917.tsv	252	252
encode_rsid8918.tsv	219	219
encode_rsid8919.tsv	262	261
