random	SNP_n	Enh_n
roadmap_rsid4863.tsv	454	451
roadmap_rsid4864.tsv	442	440
roadmap_rsid4865.tsv	439	439
roadmap_rsid4866.tsv	449	447
roadmap_rsid4867.tsv	444	444
roadmap_rsid4868.tsv	426	426
roadmap_rsid4869.tsv	421	420
roadmap_rsid4870.tsv	428	428
roadmap_rsid4871.tsv	470	468
roadmap_rsid4872.tsv	458	458
roadmap_rsid4873.tsv	432	431
roadmap_rsid4874.tsv	473	472
roadmap_rsid4875.tsv	425	424
roadmap_rsid4876.tsv	462	461
roadmap_rsid4877.tsv	394	394
roadmap_rsid4878.tsv	449	448
roadmap_rsid4879.tsv	394	393
roadmap_rsid4880.tsv	430	428
roadmap_rsid4881.tsv	438	438
roadmap_rsid4882.tsv	414	414
roadmap_rsid4883.tsv	414	414
roadmap_rsid4884.tsv	406	405
roadmap_rsid4885.tsv	402	401
roadmap_rsid4886.tsv	428	427
roadmap_rsid4887.tsv	458	458
roadmap_rsid4888.tsv	442	440
roadmap_rsid4889.tsv	422	421
roadmap_rsid4890.tsv	449	449
roadmap_rsid4891.tsv	441	441
roadmap_rsid4892.tsv	460	460
roadmap_rsid4893.tsv	440	438
roadmap_rsid4894.tsv	431	431
roadmap_rsid4895.tsv	445	445
roadmap_rsid4896.tsv	418	418
roadmap_rsid4897.tsv	448	448
roadmap_rsid4898.tsv	432	431
roadmap_rsid4899.tsv	441	441
roadmap_rsid4900.tsv	453	453
roadmap_rsid4901.tsv	423	423
roadmap_rsid4902.tsv	440	439
roadmap_rsid4903.tsv	431	431
roadmap_rsid4904.tsv	427	426
roadmap_rsid4905.tsv	435	433
roadmap_rsid4906.tsv	438	435
roadmap_rsid4907.tsv	383	383
roadmap_rsid4908.tsv	430	430
roadmap_rsid4909.tsv	434	433
roadmap_rsid4910.tsv	446	446
roadmap_rsid4911.tsv	427	427
roadmap_rsid4912.tsv	432	431
roadmap_rsid4913.tsv	444	443
roadmap_rsid4914.tsv	451	449
roadmap_rsid4915.tsv	417	417
roadmap_rsid4916.tsv	440	439
roadmap_rsid4917.tsv	451	450
roadmap_rsid4918.tsv	456	454
roadmap_rsid4919.tsv	449	449
roadmap_rsid4920.tsv	425	423
roadmap_rsid4921.tsv	458	457
roadmap_rsid4922.tsv	397	396
roadmap_rsid4923.tsv	456	456
roadmap_rsid4924.tsv	471	471
roadmap_rsid4925.tsv	450	450
roadmap_rsid4926.tsv	407	407
roadmap_rsid4927.tsv	430	428
roadmap_rsid4928.tsv	440	439
roadmap_rsid4929.tsv	464	463
roadmap_rsid4930.tsv	469	469
roadmap_rsid4931.tsv	433	430
roadmap_rsid4932.tsv	427	427
roadmap_rsid4933.tsv	462	460
roadmap_rsid4934.tsv	456	456
roadmap_rsid4935.tsv	461	461
roadmap_rsid4936.tsv	417	417
roadmap_rsid4937.tsv	419	419
roadmap_rsid4938.tsv	449	448
roadmap_rsid4939.tsv	412	412
roadmap_rsid4940.tsv	452	450
roadmap_rsid4941.tsv	417	416
roadmap_rsid4942.tsv	450	450
roadmap_rsid4943.tsv	415	415
roadmap_rsid4944.tsv	437	437
roadmap_rsid4945.tsv	402	401
roadmap_rsid4946.tsv	422	418
roadmap_rsid4947.tsv	451	451
roadmap_rsid4948.tsv	425	425
roadmap_rsid4949.tsv	403	403
roadmap_rsid4950.tsv	421	420
roadmap_rsid4951.tsv	426	426
roadmap_rsid4952.tsv	406	406
roadmap_rsid4953.tsv	459	458
roadmap_rsid4954.tsv	430	430
roadmap_rsid4955.tsv	433	433
roadmap_rsid4956.tsv	439	438
roadmap_rsid4957.tsv	425	425
roadmap_rsid4958.tsv	451	450
roadmap_rsid4959.tsv	423	421
roadmap_rsid4960.tsv	457	457
roadmap_rsid4961.tsv	424	424
roadmap_rsid4962.tsv	452	451
roadmap_rsid4963.tsv	449	449
roadmap_rsid4964.tsv	439	437
roadmap_rsid4965.tsv	479	478
roadmap_rsid4966.tsv	424	424
roadmap_rsid4967.tsv	450	448
roadmap_rsid4968.tsv	441	440
roadmap_rsid4969.tsv	422	422
roadmap_rsid4970.tsv	470	469
roadmap_rsid4971.tsv	432	431
roadmap_rsid4972.tsv	442	441
roadmap_rsid4973.tsv	442	441
roadmap_rsid4974.tsv	438	436
roadmap_rsid4975.tsv	422	421
roadmap_rsid4976.tsv	438	437
roadmap_rsid4977.tsv	447	447
roadmap_rsid4978.tsv	442	442
roadmap_rsid4979.tsv	423	423
roadmap_rsid4980.tsv	474	473
roadmap_rsid4981.tsv	442	442
roadmap_rsid4982.tsv	411	411
roadmap_rsid4983.tsv	436	434
roadmap_rsid4984.tsv	423	423
roadmap_rsid4985.tsv	453	451
roadmap_rsid4986.tsv	447	447
roadmap_rsid4987.tsv	442	442
roadmap_rsid4988.tsv	400	400
roadmap_rsid4989.tsv	441	441
roadmap_rsid4990.tsv	427	427
roadmap_rsid4991.tsv	442	442
roadmap_rsid4992.tsv	434	433
roadmap_rsid4993.tsv	442	441
roadmap_rsid4994.tsv	415	414
roadmap_rsid4995.tsv	456	454
roadmap_rsid4996.tsv	413	411
roadmap_rsid4997.tsv	450	450
roadmap_rsid4998.tsv	451	451
roadmap_rsid4999.tsv	450	448
roadmap_rsid5000.tsv	453	453
roadmap_rsid5001.tsv	414	414
roadmap_rsid5002.tsv	452	450
roadmap_rsid5003.tsv	441	440
roadmap_rsid5004.tsv	434	432
roadmap_rsid5005.tsv	429	428
roadmap_rsid5006.tsv	449	447
roadmap_rsid5007.tsv	456	454
roadmap_rsid5008.tsv	425	425
roadmap_rsid5009.tsv	447	447
roadmap_rsid5010.tsv	431	431
roadmap_rsid5011.tsv	464	464
roadmap_rsid5012.tsv	372	372
roadmap_rsid5013.tsv	461	459
roadmap_rsid5014.tsv	405	405
roadmap_rsid5015.tsv	469	467
roadmap_rsid5016.tsv	404	401
roadmap_rsid5017.tsv	411	410
roadmap_rsid5018.tsv	442	441
roadmap_rsid5019.tsv	411	411
roadmap_rsid5020.tsv	480	479
roadmap_rsid5021.tsv	451	451
roadmap_rsid5022.tsv	454	452
roadmap_rsid5023.tsv	410	410
roadmap_rsid5024.tsv	450	450
roadmap_rsid5025.tsv	448	446
roadmap_rsid5026.tsv	444	444
roadmap_rsid5027.tsv	441	440
roadmap_rsid5028.tsv	415	414
roadmap_rsid5029.tsv	439	437
roadmap_rsid5030.tsv	447	446
roadmap_rsid5031.tsv	425	424
roadmap_rsid5032.tsv	414	414
roadmap_rsid5033.tsv	455	454
roadmap_rsid5034.tsv	432	432
roadmap_rsid5035.tsv	467	467
roadmap_rsid5036.tsv	447	447
roadmap_rsid5037.tsv	414	414
roadmap_rsid5038.tsv	429	429
roadmap_rsid5039.tsv	438	438
roadmap_rsid5040.tsv	453	452
roadmap_rsid5041.tsv	403	403
roadmap_rsid5042.tsv	442	442
roadmap_rsid5043.tsv	457	456
roadmap_rsid5044.tsv	464	463
roadmap_rsid5045.tsv	462	461
roadmap_rsid5046.tsv	434	433
roadmap_rsid5047.tsv	434	433
roadmap_rsid5048.tsv	453	452
roadmap_rsid5049.tsv	433	433
roadmap_rsid5050.tsv	456	456
roadmap_rsid5051.tsv	438	436
roadmap_rsid5052.tsv	425	424
roadmap_rsid5053.tsv	461	459
roadmap_rsid5054.tsv	405	405
roadmap_rsid5055.tsv	420	420
roadmap_rsid5056.tsv	459	459
roadmap_rsid5057.tsv	426	425
roadmap_rsid5058.tsv	440	440
roadmap_rsid5059.tsv	446	446
roadmap_rsid5060.tsv	440	440
roadmap_rsid5061.tsv	456	454
roadmap_rsid5062.tsv	467	466
roadmap_rsid5063.tsv	452	452
roadmap_rsid5064.tsv	460	460
roadmap_rsid5065.tsv	435	433
roadmap_rsid5066.tsv	458	458
roadmap_rsid5067.tsv	420	420
roadmap_rsid5068.tsv	447	447
roadmap_rsid5069.tsv	463	463
roadmap_rsid5070.tsv	429	429
roadmap_rsid5071.tsv	452	452
roadmap_rsid5072.tsv	420	418
roadmap_rsid5073.tsv	412	412
roadmap_rsid5074.tsv	450	450
roadmap_rsid5075.tsv	429	429
roadmap_rsid5076.tsv	459	458
roadmap_rsid5077.tsv	429	429
roadmap_rsid5078.tsv	464	464
roadmap_rsid5079.tsv	419	419
roadmap_rsid5080.tsv	466	466
roadmap_rsid5081.tsv	451	450
roadmap_rsid5082.tsv	441	441
roadmap_rsid5083.tsv	411	411
roadmap_rsid5084.tsv	438	438
roadmap_rsid5085.tsv	474	473
roadmap_rsid5086.tsv	436	436
roadmap_rsid5087.tsv	441	440
roadmap_rsid5088.tsv	476	476
roadmap_rsid5089.tsv	416	416
roadmap_rsid5090.tsv	446	444
roadmap_rsid5091.tsv	457	457
roadmap_rsid5092.tsv	425	424
roadmap_rsid5093.tsv	397	396
roadmap_rsid5094.tsv	414	414
roadmap_rsid5095.tsv	416	415
roadmap_rsid5096.tsv	466	466
roadmap_rsid5097.tsv	409	408
roadmap_rsid5098.tsv	420	420
roadmap_rsid5099.tsv	441	440
roadmap_rsid5100.tsv	459	458
roadmap_rsid5101.tsv	439	437
roadmap_rsid5102.tsv	459	458
roadmap_rsid5103.tsv	416	415
roadmap_rsid5104.tsv	409	409
roadmap_rsid5105.tsv	463	463
roadmap_rsid5106.tsv	448	448
roadmap_rsid5107.tsv	460	460
roadmap_rsid5108.tsv	422	421
roadmap_rsid5109.tsv	414	412
roadmap_rsid5110.tsv	455	455
roadmap_rsid5111.tsv	426	426
roadmap_rsid5112.tsv	443	442
roadmap_rsid5113.tsv	440	439
roadmap_rsid5114.tsv	439	438
roadmap_rsid5115.tsv	451	451
roadmap_rsid5116.tsv	452	452
roadmap_rsid5117.tsv	442	442
roadmap_rsid5118.tsv	412	411
roadmap_rsid5119.tsv	418	418
roadmap_rsid5120.tsv	406	405
roadmap_rsid5121.tsv	438	435
roadmap_rsid5122.tsv	427	427
roadmap_rsid5123.tsv	419	419
roadmap_rsid5124.tsv	473	472
roadmap_rsid5125.tsv	419	418
roadmap_rsid5126.tsv	475	475
roadmap_rsid5127.tsv	450	450
roadmap_rsid5128.tsv	433	433
roadmap_rsid5129.tsv	479	478
roadmap_rsid5130.tsv	436	436
roadmap_rsid5131.tsv	425	425
roadmap_rsid5132.tsv	446	446
roadmap_rsid5133.tsv	467	467
roadmap_rsid5134.tsv	424	422
roadmap_rsid5135.tsv	491	489
roadmap_rsid5136.tsv	467	467
roadmap_rsid5137.tsv	435	435
roadmap_rsid5138.tsv	462	461
roadmap_rsid5139.tsv	437	435
roadmap_rsid5140.tsv	424	424
roadmap_rsid5141.tsv	413	410
roadmap_rsid5142.tsv	429	429
roadmap_rsid5143.tsv	414	411
roadmap_rsid5144.tsv	409	408
roadmap_rsid5145.tsv	451	450
roadmap_rsid5146.tsv	447	447
roadmap_rsid5147.tsv	440	439
roadmap_rsid5148.tsv	451	451
roadmap_rsid5149.tsv	437	436
roadmap_rsid5150.tsv	453	452
roadmap_rsid5151.tsv	469	468
roadmap_rsid5152.tsv	442	442
roadmap_rsid5153.tsv	403	401
roadmap_rsid5154.tsv	428	427
roadmap_rsid5155.tsv	449	450
roadmap_rsid5156.tsv	477	477
roadmap_rsid5157.tsv	439	439
roadmap_rsid5158.tsv	425	425
roadmap_rsid5159.tsv	446	445
roadmap_rsid5160.tsv	463	462
roadmap_rsid5161.tsv	428	428
roadmap_rsid5162.tsv	441	441
roadmap_rsid5163.tsv	490	489
roadmap_rsid5164.tsv	412	412
roadmap_rsid5165.tsv	441	439
roadmap_rsid5166.tsv	423	423
roadmap_rsid5167.tsv	432	432
roadmap_rsid5168.tsv	466	466
roadmap_rsid5169.tsv	430	430
roadmap_rsid5170.tsv	463	463
roadmap_rsid5171.tsv	459	459
roadmap_rsid5172.tsv	439	438
roadmap_rsid5173.tsv	438	438
roadmap_rsid5174.tsv	406	406
roadmap_rsid5175.tsv	431	430
roadmap_rsid5176.tsv	454	454
roadmap_rsid5177.tsv	463	462
roadmap_rsid5178.tsv	410	410
roadmap_rsid5179.tsv	433	433
roadmap_rsid5180.tsv	417	417
roadmap_rsid5181.tsv	440	437
roadmap_rsid5182.tsv	469	468
roadmap_rsid5183.tsv	435	435
roadmap_rsid5184.tsv	445	444
roadmap_rsid5185.tsv	425	425
roadmap_rsid5186.tsv	437	437
roadmap_rsid5187.tsv	467	465
roadmap_rsid5188.tsv	411	411
roadmap_rsid5189.tsv	450	450
roadmap_rsid5190.tsv	445	444
roadmap_rsid5191.tsv	455	455
roadmap_rsid5192.tsv	434	433
roadmap_rsid5193.tsv	449	448
roadmap_rsid5194.tsv	416	416
roadmap_rsid5195.tsv	423	422
roadmap_rsid5196.tsv	425	424
roadmap_rsid5197.tsv	434	432
roadmap_rsid5198.tsv	417	417
roadmap_rsid5199.tsv	435	433
roadmap_rsid5200.tsv	434	432
roadmap_rsid5201.tsv	447	446
roadmap_rsid5202.tsv	422	419
roadmap_rsid5203.tsv	428	427
roadmap_rsid5204.tsv	449	447
roadmap_rsid5205.tsv	462	462
roadmap_rsid5206.tsv	421	421
roadmap_rsid5207.tsv	452	452
roadmap_rsid5208.tsv	463	462
roadmap_rsid5209.tsv	461	460
roadmap_rsid5210.tsv	436	436
roadmap_rsid5211.tsv	404	404
roadmap_rsid5212.tsv	430	430
roadmap_rsid5213.tsv	469	468
roadmap_rsid5214.tsv	457	456
roadmap_rsid5215.tsv	455	454
roadmap_rsid5216.tsv	458	457
roadmap_rsid5217.tsv	461	461
roadmap_rsid5218.tsv	424	421
roadmap_rsid5219.tsv	450	449
roadmap_rsid5220.tsv	433	433
roadmap_rsid5221.tsv	474	474
roadmap_rsid5222.tsv	423	422
roadmap_rsid5223.tsv	439	439
roadmap_rsid5224.tsv	481	479
roadmap_rsid5225.tsv	445	445
roadmap_rsid5226.tsv	439	439
roadmap_rsid5227.tsv	422	421
roadmap_rsid5228.tsv	443	442
roadmap_rsid5229.tsv	452	450
roadmap_rsid5230.tsv	409	408
roadmap_rsid5231.tsv	444	444
roadmap_rsid5232.tsv	448	446
roadmap_rsid5233.tsv	425	424
roadmap_rsid5234.tsv	449	448
roadmap_rsid5235.tsv	443	443
roadmap_rsid5236.tsv	428	426
roadmap_rsid5237.tsv	449	449
roadmap_rsid5238.tsv	434	434
roadmap_rsid5239.tsv	428	428
roadmap_rsid5240.tsv	442	442
roadmap_rsid5241.tsv	396	395
roadmap_rsid5242.tsv	495	495
roadmap_rsid5243.tsv	449	448
roadmap_rsid5244.tsv	438	437
roadmap_rsid5245.tsv	412	410
roadmap_rsid5246.tsv	457	457
roadmap_rsid5247.tsv	440	440
roadmap_rsid5248.tsv	426	426
roadmap_rsid5249.tsv	459	460
roadmap_rsid5250.tsv	407	406
roadmap_rsid5251.tsv	410	409
roadmap_rsid5252.tsv	417	416
roadmap_rsid5253.tsv	452	451
roadmap_rsid5254.tsv	452	451
roadmap_rsid5255.tsv	472	472
roadmap_rsid5256.tsv	447	446
roadmap_rsid5257.tsv	422	421
roadmap_rsid5258.tsv	464	464
roadmap_rsid5259.tsv	427	427
roadmap_rsid5260.tsv	422	420
roadmap_rsid5261.tsv	450	450
roadmap_rsid5262.tsv	449	448
roadmap_rsid5263.tsv	466	465
roadmap_rsid5264.tsv	445	445
roadmap_rsid5265.tsv	450	449
roadmap_rsid5266.tsv	449	449
roadmap_rsid5267.tsv	461	460
roadmap_rsid5268.tsv	415	415
roadmap_rsid5269.tsv	460	460
roadmap_rsid5270.tsv	444	444
roadmap_rsid5271.tsv	426	425
roadmap_rsid5272.tsv	437	434
roadmap_rsid5273.tsv	437	437
roadmap_rsid5274.tsv	451	451
roadmap_rsid5275.tsv	446	446
roadmap_rsid5276.tsv	460	460
roadmap_rsid5277.tsv	422	422
roadmap_rsid5278.tsv	424	423
roadmap_rsid5279.tsv	423	423
roadmap_rsid5280.tsv	448	447
roadmap_rsid5281.tsv	423	421
roadmap_rsid5282.tsv	435	435
roadmap_rsid5283.tsv	460	460
roadmap_rsid5284.tsv	429	429
roadmap_rsid5285.tsv	435	435
roadmap_rsid5286.tsv	435	435
roadmap_rsid5287.tsv	435	434
roadmap_rsid5288.tsv	427	427
roadmap_rsid5289.tsv	453	453
roadmap_rsid5290.tsv	446	446
roadmap_rsid5291.tsv	445	443
roadmap_rsid5292.tsv	453	453
roadmap_rsid5293.tsv	440	439
roadmap_rsid5294.tsv	440	438
roadmap_rsid5295.tsv	431	430
roadmap_rsid5296.tsv	401	401
roadmap_rsid5297.tsv	430	429
roadmap_rsid5298.tsv	453	453
roadmap_rsid5299.tsv	473	473
roadmap_rsid5300.tsv	435	435
roadmap_rsid5301.tsv	397	397
roadmap_rsid5302.tsv	464	464
roadmap_rsid5303.tsv	410	409
roadmap_rsid5304.tsv	439	438
roadmap_rsid5305.tsv	421	420
roadmap_rsid5306.tsv	443	442
roadmap_rsid5307.tsv	435	435
roadmap_rsid5308.tsv	424	424
roadmap_rsid5309.tsv	460	459
roadmap_rsid5310.tsv	423	421
roadmap_rsid5311.tsv	420	420
roadmap_rsid5312.tsv	434	430
roadmap_rsid5313.tsv	430	431
roadmap_rsid5314.tsv	457	456
roadmap_rsid5315.tsv	468	467
roadmap_rsid5316.tsv	407	407
roadmap_rsid5317.tsv	458	456
roadmap_rsid5318.tsv	389	388
roadmap_rsid5319.tsv	450	449
roadmap_rsid5320.tsv	428	427
roadmap_rsid5321.tsv	427	427
roadmap_rsid5322.tsv	399	397
roadmap_rsid5323.tsv	438	439
roadmap_rsid5324.tsv	451	450
roadmap_rsid5325.tsv	450	450
roadmap_rsid5326.tsv	445	445
roadmap_rsid5327.tsv	466	465
roadmap_rsid5328.tsv	398	397
roadmap_rsid5329.tsv	420	420
roadmap_rsid5330.tsv	401	401
roadmap_rsid5331.tsv	457	457
roadmap_rsid5332.tsv	404	403
roadmap_rsid5333.tsv	441	441
roadmap_rsid5334.tsv	485	485
roadmap_rsid5335.tsv	406	406
roadmap_rsid5336.tsv	439	439
roadmap_rsid5337.tsv	425	425
roadmap_rsid5338.tsv	448	446
roadmap_rsid5339.tsv	431	430
roadmap_rsid5340.tsv	444	442
roadmap_rsid5341.tsv	439	438
roadmap_rsid5342.tsv	408	407
roadmap_rsid5343.tsv	429	429
roadmap_rsid5344.tsv	448	446
roadmap_rsid5345.tsv	424	423
roadmap_rsid5346.tsv	449	447
roadmap_rsid5347.tsv	445	444
roadmap_rsid5348.tsv	463	462
roadmap_rsid5349.tsv	446	446
roadmap_rsid5350.tsv	456	455
roadmap_rsid5351.tsv	439	437
roadmap_rsid5352.tsv	408	407
roadmap_rsid5353.tsv	416	416
roadmap_rsid5354.tsv	434	434
roadmap_rsid5355.tsv	427	427
roadmap_rsid5356.tsv	421	419
roadmap_rsid5357.tsv	430	429
roadmap_rsid5358.tsv	448	448
roadmap_rsid5359.tsv	440	440
roadmap_rsid5360.tsv	408	408
roadmap_rsid5361.tsv	462	461
roadmap_rsid5362.tsv	443	442
roadmap_rsid5363.tsv	416	415
roadmap_rsid5364.tsv	407	406
roadmap_rsid5365.tsv	439	438
roadmap_rsid5366.tsv	426	426
roadmap_rsid5367.tsv	461	460
roadmap_rsid5368.tsv	413	413
roadmap_rsid5369.tsv	447	447
roadmap_rsid5370.tsv	439	439
roadmap_rsid5371.tsv	432	432
roadmap_rsid5372.tsv	456	454
roadmap_rsid5373.tsv	428	428
roadmap_rsid5374.tsv	428	427
roadmap_rsid5375.tsv	437	437
roadmap_rsid5376.tsv	442	440
roadmap_rsid5377.tsv	433	433
roadmap_rsid5378.tsv	412	412
roadmap_rsid5379.tsv	429	428
roadmap_rsid5380.tsv	440	440
roadmap_rsid5381.tsv	464	462
roadmap_rsid5382.tsv	454	454
roadmap_rsid5383.tsv	433	433
roadmap_rsid5384.tsv	440	437
roadmap_rsid5385.tsv	437	436
roadmap_rsid5386.tsv	435	434
roadmap_rsid5387.tsv	444	442
roadmap_rsid5388.tsv	425	424
roadmap_rsid5389.tsv	427	427
roadmap_rsid5390.tsv	439	439
roadmap_rsid5391.tsv	432	432
roadmap_rsid5392.tsv	433	431
roadmap_rsid5393.tsv	440	440
roadmap_rsid5394.tsv	447	447
roadmap_rsid5395.tsv	422	422
roadmap_rsid5396.tsv	444	444
roadmap_rsid5397.tsv	420	420
roadmap_rsid5398.tsv	440	439
roadmap_rsid5399.tsv	456	456
roadmap_rsid5400.tsv	457	456
roadmap_rsid5401.tsv	438	438
roadmap_rsid5402.tsv	421	421
roadmap_rsid5403.tsv	423	422
roadmap_rsid5404.tsv	437	437
roadmap_rsid5405.tsv	427	427
roadmap_rsid5406.tsv	458	457
roadmap_rsid5407.tsv	430	430
roadmap_rsid5408.tsv	461	461
roadmap_rsid5409.tsv	461	461
roadmap_rsid5410.tsv	468	468
roadmap_rsid5411.tsv	440	440
roadmap_rsid5412.tsv	436	436
roadmap_rsid5413.tsv	444	443
roadmap_rsid5414.tsv	442	442
roadmap_rsid5415.tsv	419	419
roadmap_rsid5416.tsv	450	449
roadmap_rsid5417.tsv	451	450
roadmap_rsid5418.tsv	430	429
roadmap_rsid5419.tsv	439	439
roadmap_rsid5420.tsv	429	428
roadmap_rsid5421.tsv	420	419
roadmap_rsid5422.tsv	445	445
roadmap_rsid5423.tsv	442	442
roadmap_rsid5424.tsv	441	441
roadmap_rsid5425.tsv	405	404
roadmap_rsid5426.tsv	438	437
roadmap_rsid5427.tsv	460	460
roadmap_rsid5428.tsv	410	410
roadmap_rsid5429.tsv	427	426
roadmap_rsid5430.tsv	416	415
roadmap_rsid5431.tsv	429	429
roadmap_rsid5432.tsv	420	420
roadmap_rsid5433.tsv	432	431
roadmap_rsid5434.tsv	406	405
roadmap_rsid5435.tsv	452	452
roadmap_rsid5436.tsv	397	396
roadmap_rsid5437.tsv	445	443
roadmap_rsid5438.tsv	402	402
roadmap_rsid5439.tsv	459	459
roadmap_rsid5440.tsv	417	416
roadmap_rsid5441.tsv	471	470
roadmap_rsid5442.tsv	466	464
roadmap_rsid5443.tsv	431	429
roadmap_rsid5444.tsv	434	433
roadmap_rsid5445.tsv	434	434
roadmap_rsid5446.tsv	454	454
roadmap_rsid5447.tsv	427	427
roadmap_rsid5448.tsv	441	440
roadmap_rsid5449.tsv	425	424
roadmap_rsid5450.tsv	391	391
roadmap_rsid5451.tsv	422	422
roadmap_rsid5452.tsv	442	439
roadmap_rsid5453.tsv	421	421
roadmap_rsid5454.tsv	440	440
roadmap_rsid5455.tsv	427	426
roadmap_rsid5456.tsv	411	411
roadmap_rsid5457.tsv	435	434
roadmap_rsid5458.tsv	436	436
roadmap_rsid5459.tsv	431	431
roadmap_rsid5460.tsv	442	442
roadmap_rsid5461.tsv	411	410
roadmap_rsid5462.tsv	456	456
roadmap_rsid5463.tsv	454	454
roadmap_rsid5464.tsv	449	448
roadmap_rsid5465.tsv	446	446
roadmap_rsid5466.tsv	394	394
roadmap_rsid5467.tsv	452	452
roadmap_rsid5468.tsv	479	479
roadmap_rsid5469.tsv	453	452
roadmap_rsid5470.tsv	452	452
roadmap_rsid5471.tsv	428	428
roadmap_rsid5472.tsv	429	428
roadmap_rsid5473.tsv	423	423
roadmap_rsid5474.tsv	405	404
roadmap_rsid5475.tsv	460	459
roadmap_rsid5476.tsv	428	427
roadmap_rsid5477.tsv	417	417
roadmap_rsid5478.tsv	427	427
roadmap_rsid5479.tsv	451	450
roadmap_rsid5480.tsv	443	443
roadmap_rsid5481.tsv	397	396
roadmap_rsid5482.tsv	445	445
roadmap_rsid5483.tsv	428	427
roadmap_rsid5484.tsv	434	433
roadmap_rsid5485.tsv	436	436
roadmap_rsid5486.tsv	434	433
roadmap_rsid5487.tsv	451	451
roadmap_rsid5488.tsv	448	448
roadmap_rsid5489.tsv	437	436
roadmap_rsid5490.tsv	440	440
roadmap_rsid5491.tsv	439	438
roadmap_rsid5492.tsv	417	416
roadmap_rsid5493.tsv	423	423
roadmap_rsid5494.tsv	474	471
roadmap_rsid5495.tsv	415	413
roadmap_rsid5496.tsv	446	446
roadmap_rsid5497.tsv	411	411
roadmap_rsid5498.tsv	445	445
roadmap_rsid5499.tsv	439	439
roadmap_rsid5500.tsv	471	469
roadmap_rsid5501.tsv	415	415
roadmap_rsid5502.tsv	425	424
roadmap_rsid5503.tsv	425	424
roadmap_rsid5504.tsv	402	402
roadmap_rsid5505.tsv	435	434
roadmap_rsid5506.tsv	445	444
roadmap_rsid5507.tsv	437	437
roadmap_rsid5508.tsv	440	437
roadmap_rsid5509.tsv	442	442
roadmap_rsid5510.tsv	432	432
roadmap_rsid5511.tsv	434	434
roadmap_rsid5512.tsv	450	448
roadmap_rsid5513.tsv	443	443
roadmap_rsid5514.tsv	423	423
roadmap_rsid5515.tsv	437	437
roadmap_rsid5516.tsv	422	422
roadmap_rsid5517.tsv	408	408
roadmap_rsid5518.tsv	427	427
roadmap_rsid5519.tsv	430	430
roadmap_rsid5520.tsv	421	421
roadmap_rsid5521.tsv	441	441
roadmap_rsid5522.tsv	450	448
roadmap_rsid5523.tsv	414	414
roadmap_rsid5524.tsv	447	447
roadmap_rsid5525.tsv	436	435
roadmap_rsid5526.tsv	447	445
roadmap_rsid5527.tsv	470	469
roadmap_rsid5528.tsv	472	472
roadmap_rsid5529.tsv	449	448
roadmap_rsid5530.tsv	460	460
roadmap_rsid5531.tsv	477	475
roadmap_rsid5532.tsv	457	457
roadmap_rsid5533.tsv	432	431
roadmap_rsid5534.tsv	476	475
roadmap_rsid5535.tsv	390	390
roadmap_rsid5536.tsv	430	430
roadmap_rsid5537.tsv	430	429
roadmap_rsid5538.tsv	409	409
roadmap_rsid5539.tsv	441	440
roadmap_rsid5540.tsv	444	443
roadmap_rsid5541.tsv	434	434
roadmap_rsid5542.tsv	443	443
roadmap_rsid5543.tsv	433	433
roadmap_rsid5544.tsv	423	423
roadmap_rsid5545.tsv	434	431
roadmap_rsid5546.tsv	476	474
roadmap_rsid5547.tsv	467	466
roadmap_rsid5548.tsv	441	441
roadmap_rsid5549.tsv	417	415
roadmap_rsid5550.tsv	413	413
roadmap_rsid5551.tsv	438	437
roadmap_rsid5552.tsv	417	416
roadmap_rsid5553.tsv	475	475
roadmap_rsid5554.tsv	475	474
roadmap_rsid5555.tsv	446	446
roadmap_rsid5556.tsv	445	444
roadmap_rsid5557.tsv	429	428
roadmap_rsid5558.tsv	447	445
roadmap_rsid5559.tsv	419	418
roadmap_rsid5560.tsv	453	452
roadmap_rsid5561.tsv	443	443
roadmap_rsid5562.tsv	448	448
roadmap_rsid5563.tsv	426	425
roadmap_rsid5564.tsv	444	444
roadmap_rsid5565.tsv	408	408
roadmap_rsid5566.tsv	465	465
roadmap_rsid5567.tsv	398	398
roadmap_rsid5568.tsv	436	436
roadmap_rsid5569.tsv	401	400
roadmap_rsid5570.tsv	453	451
roadmap_rsid5571.tsv	451	450
roadmap_rsid5572.tsv	402	402
roadmap_rsid5573.tsv	435	434
roadmap_rsid5574.tsv	439	437
roadmap_rsid5575.tsv	443	443
roadmap_rsid5576.tsv	412	412
roadmap_rsid5577.tsv	460	459
roadmap_rsid5578.tsv	458	458
roadmap_rsid5579.tsv	457	456
roadmap_rsid5580.tsv	445	445
roadmap_rsid5581.tsv	394	393
roadmap_rsid5582.tsv	436	436
roadmap_rsid5583.tsv	441	441
roadmap_rsid5584.tsv	417	415
roadmap_rsid5585.tsv	426	426
roadmap_rsid5586.tsv	474	473
roadmap_rsid5587.tsv	450	449
roadmap_rsid5588.tsv	441	440
roadmap_rsid5589.tsv	429	428
roadmap_rsid5590.tsv	471	471
roadmap_rsid5591.tsv	414	413
roadmap_rsid5592.tsv	449	449
roadmap_rsid5593.tsv	425	425
roadmap_rsid5594.tsv	413	413
roadmap_rsid5595.tsv	425	425
roadmap_rsid5596.tsv	462	461
roadmap_rsid5597.tsv	429	428
roadmap_rsid5598.tsv	417	417
