random	SNP_n	Enh_n
roadmap_rsid2192.tsv	447	447
roadmap_rsid2193.tsv	422	422
roadmap_rsid2194.tsv	421	421
roadmap_rsid2195.tsv	444	443
roadmap_rsid2196.tsv	395	395
roadmap_rsid2197.tsv	461	460
roadmap_rsid2198.tsv	424	424
roadmap_rsid2199.tsv	434	434
roadmap_rsid2200.tsv	430	430
roadmap_rsid2201.tsv	425	424
roadmap_rsid2202.tsv	433	432
roadmap_rsid2203.tsv	446	445
roadmap_rsid2204.tsv	419	418
roadmap_rsid2205.tsv	463	462
roadmap_rsid2206.tsv	418	418
roadmap_rsid2207.tsv	429	428
roadmap_rsid2208.tsv	454	454
roadmap_rsid2209.tsv	427	425
roadmap_rsid2210.tsv	458	457
roadmap_rsid2211.tsv	474	473
roadmap_rsid2212.tsv	454	454
roadmap_rsid2213.tsv	429	429
roadmap_rsid2214.tsv	448	448
roadmap_rsid2215.tsv	451	450
roadmap_rsid2216.tsv	420	420
roadmap_rsid2217.tsv	419	418
roadmap_rsid2218.tsv	461	460
roadmap_rsid2219.tsv	432	432
roadmap_rsid2220.tsv	411	411
roadmap_rsid2221.tsv	413	413
roadmap_rsid2222.tsv	447	447
roadmap_rsid2223.tsv	426	425
roadmap_rsid2224.tsv	445	445
roadmap_rsid2225.tsv	424	424
roadmap_rsid2226.tsv	455	454
roadmap_rsid2227.tsv	428	427
roadmap_rsid2228.tsv	463	463
roadmap_rsid2229.tsv	447	445
roadmap_rsid2230.tsv	445	444
roadmap_rsid2231.tsv	447	447
roadmap_rsid2232.tsv	421	421
roadmap_rsid2233.tsv	403	402
roadmap_rsid2234.tsv	421	420
roadmap_rsid2235.tsv	434	435
roadmap_rsid2236.tsv	443	442
roadmap_rsid2237.tsv	411	412
roadmap_rsid2238.tsv	432	432
roadmap_rsid2239.tsv	411	411
roadmap_rsid2240.tsv	397	397
roadmap_rsid2241.tsv	413	412
roadmap_rsid2242.tsv	422	422
roadmap_rsid2243.tsv	440	439
roadmap_rsid2244.tsv	433	432
roadmap_rsid2245.tsv	433	433
roadmap_rsid2246.tsv	449	447
roadmap_rsid2247.tsv	430	430
roadmap_rsid2248.tsv	418	418
roadmap_rsid2249.tsv	435	434
roadmap_rsid2250.tsv	433	432
roadmap_rsid2251.tsv	449	449
roadmap_rsid2252.tsv	412	411
roadmap_rsid2253.tsv	450	450
roadmap_rsid2254.tsv	407	407
roadmap_rsid2255.tsv	461	461
roadmap_rsid2256.tsv	450	450
roadmap_rsid2257.tsv	446	446
roadmap_rsid2258.tsv	427	427
roadmap_rsid2259.tsv	430	430
roadmap_rsid2260.tsv	453	452
roadmap_rsid2261.tsv	434	434
roadmap_rsid2262.tsv	449	449
roadmap_rsid2263.tsv	405	405
roadmap_rsid2264.tsv	426	425
roadmap_rsid2265.tsv	453	452
roadmap_rsid2266.tsv	404	404
roadmap_rsid2267.tsv	461	460
roadmap_rsid2268.tsv	423	422
roadmap_rsid2269.tsv	426	426
roadmap_rsid2270.tsv	433	433
roadmap_rsid2271.tsv	432	432
roadmap_rsid2272.tsv	461	461
roadmap_rsid2273.tsv	453	453
roadmap_rsid2274.tsv	431	431
roadmap_rsid2275.tsv	411	411
roadmap_rsid2276.tsv	440	440
roadmap_rsid2277.tsv	442	442
roadmap_rsid2278.tsv	422	422
roadmap_rsid2279.tsv	437	437
roadmap_rsid2280.tsv	467	466
roadmap_rsid2281.tsv	434	434
roadmap_rsid2282.tsv	459	459
roadmap_rsid2283.tsv	451	451
roadmap_rsid2284.tsv	457	456
roadmap_rsid2285.tsv	433	433
roadmap_rsid2286.tsv	423	423
roadmap_rsid2287.tsv	432	431
roadmap_rsid2288.tsv	442	442
roadmap_rsid2289.tsv	425	424
roadmap_rsid2290.tsv	413	413
roadmap_rsid2291.tsv	435	434
roadmap_rsid2292.tsv	427	426
roadmap_rsid2293.tsv	431	431
roadmap_rsid2294.tsv	445	444
roadmap_rsid2295.tsv	438	438
roadmap_rsid2296.tsv	450	450
roadmap_rsid2297.tsv	444	443
roadmap_rsid2298.tsv	393	392
roadmap_rsid2299.tsv	429	429
roadmap_rsid2300.tsv	448	448
roadmap_rsid2301.tsv	442	441
roadmap_rsid2302.tsv	446	445
roadmap_rsid2303.tsv	422	421
roadmap_rsid2304.tsv	410	410
roadmap_rsid2305.tsv	449	448
roadmap_rsid2306.tsv	420	419
roadmap_rsid2307.tsv	447	447
roadmap_rsid2308.tsv	450	449
roadmap_rsid2309.tsv	456	455
roadmap_rsid2310.tsv	432	432
roadmap_rsid2311.tsv	401	400
roadmap_rsid2312.tsv	453	453
roadmap_rsid2313.tsv	440	440
roadmap_rsid2314.tsv	447	447
roadmap_rsid2315.tsv	405	404
roadmap_rsid2316.tsv	461	461
roadmap_rsid2317.tsv	469	469
roadmap_rsid2318.tsv	433	433
roadmap_rsid2319.tsv	438	438
roadmap_rsid2320.tsv	417	416
roadmap_rsid2321.tsv	432	431
roadmap_rsid2322.tsv	459	459
roadmap_rsid2323.tsv	457	457
roadmap_rsid2324.tsv	425	425
roadmap_rsid2325.tsv	441	441
roadmap_rsid2326.tsv	433	433
roadmap_rsid2327.tsv	412	412
roadmap_rsid2328.tsv	422	421
roadmap_rsid2329.tsv	412	412
roadmap_rsid2330.tsv	454	454
roadmap_rsid2331.tsv	464	463
roadmap_rsid2332.tsv	429	428
roadmap_rsid2333.tsv	449	448
roadmap_rsid2334.tsv	466	466
roadmap_rsid2335.tsv	452	450
roadmap_rsid2336.tsv	412	412
roadmap_rsid2337.tsv	453	453
roadmap_rsid2338.tsv	467	466
roadmap_rsid2339.tsv	442	441
roadmap_rsid2340.tsv	451	449
roadmap_rsid2341.tsv	437	437
roadmap_rsid2342.tsv	423	423
roadmap_rsid2343.tsv	437	437
roadmap_rsid2344.tsv	418	418
roadmap_rsid2345.tsv	426	425
roadmap_rsid2346.tsv	442	441
roadmap_rsid2347.tsv	459	459
roadmap_rsid2348.tsv	462	461
roadmap_rsid2349.tsv	472	471
roadmap_rsid2350.tsv	443	443
roadmap_rsid2351.tsv	427	427
roadmap_rsid2352.tsv	436	436
roadmap_rsid2353.tsv	380	380
roadmap_rsid2354.tsv	427	427
roadmap_rsid2355.tsv	448	447
roadmap_rsid2356.tsv	434	432
roadmap_rsid2357.tsv	447	446
roadmap_rsid2358.tsv	444	443
roadmap_rsid2359.tsv	458	456
roadmap_rsid2360.tsv	406	406
roadmap_rsid2361.tsv	478	477
roadmap_rsid2362.tsv	426	425
roadmap_rsid2363.tsv	452	450
roadmap_rsid2364.tsv	429	429
roadmap_rsid2365.tsv	413	412
roadmap_rsid2366.tsv	458	457
roadmap_rsid2367.tsv	430	429
roadmap_rsid2368.tsv	441	440
roadmap_rsid2369.tsv	443	443
roadmap_rsid2370.tsv	426	425
roadmap_rsid2371.tsv	435	433
roadmap_rsid2372.tsv	413	412
roadmap_rsid2373.tsv	436	434
roadmap_rsid2374.tsv	426	426
roadmap_rsid2375.tsv	446	444
roadmap_rsid2376.tsv	450	449
roadmap_rsid2377.tsv	445	445
roadmap_rsid2378.tsv	467	465
roadmap_rsid2379.tsv	427	425
roadmap_rsid2380.tsv	456	455
roadmap_rsid2381.tsv	391	390
roadmap_rsid2382.tsv	429	429
roadmap_rsid2383.tsv	416	416
roadmap_rsid2384.tsv	436	436
roadmap_rsid2385.tsv	440	441
roadmap_rsid2386.tsv	444	443
roadmap_rsid2387.tsv	435	435
roadmap_rsid2388.tsv	421	419
roadmap_rsid2389.tsv	448	447
roadmap_rsid2390.tsv	419	417
roadmap_rsid2391.tsv	431	427
roadmap_rsid2392.tsv	466	466
roadmap_rsid2393.tsv	432	432
roadmap_rsid2394.tsv	424	423
roadmap_rsid2395.tsv	420	420
roadmap_rsid2396.tsv	436	436
roadmap_rsid2397.tsv	430	429
roadmap_rsid2398.tsv	446	446
roadmap_rsid2399.tsv	438	439
roadmap_rsid2400.tsv	474	474
roadmap_rsid2401.tsv	477	476
roadmap_rsid2402.tsv	432	431
roadmap_rsid2403.tsv	419	419
roadmap_rsid2404.tsv	438	438
roadmap_rsid2405.tsv	445	445
roadmap_rsid2406.tsv	434	431
roadmap_rsid2407.tsv	462	461
roadmap_rsid2408.tsv	442	441
roadmap_rsid2409.tsv	447	447
roadmap_rsid2410.tsv	437	436
roadmap_rsid2411.tsv	459	459
roadmap_rsid2412.tsv	421	421
roadmap_rsid2413.tsv	461	461
roadmap_rsid2414.tsv	449	448
roadmap_rsid2415.tsv	447	447
roadmap_rsid2416.tsv	450	448
roadmap_rsid2417.tsv	457	457
roadmap_rsid2418.tsv	452	451
roadmap_rsid2419.tsv	437	437
roadmap_rsid2420.tsv	423	423
roadmap_rsid2421.tsv	410	410
roadmap_rsid2422.tsv	427	427
roadmap_rsid2423.tsv	422	422
roadmap_rsid2424.tsv	471	471
roadmap_rsid2425.tsv	423	423
roadmap_rsid2426.tsv	439	439
roadmap_rsid2427.tsv	430	430
roadmap_rsid2428.tsv	432	431
roadmap_rsid2429.tsv	433	432
roadmap_rsid2430.tsv	448	448
roadmap_rsid2431.tsv	427	427
roadmap_rsid2432.tsv	464	463
roadmap_rsid2433.tsv	457	457
roadmap_rsid2434.tsv	432	431
roadmap_rsid2435.tsv	459	459
roadmap_rsid2436.tsv	445	445
roadmap_rsid2437.tsv	415	415
roadmap_rsid2438.tsv	400	399
roadmap_rsid2439.tsv	449	448
roadmap_rsid2440.tsv	455	455
roadmap_rsid2441.tsv	442	442
roadmap_rsid2442.tsv	449	447
roadmap_rsid2443.tsv	408	407
roadmap_rsid2444.tsv	437	437
roadmap_rsid2445.tsv	444	444
roadmap_rsid2446.tsv	468	468
roadmap_rsid2447.tsv	427	425
roadmap_rsid2448.tsv	445	445
roadmap_rsid2449.tsv	450	449
roadmap_rsid2450.tsv	437	438
roadmap_rsid2451.tsv	461	461
roadmap_rsid2452.tsv	435	434
roadmap_rsid2453.tsv	443	443
roadmap_rsid2454.tsv	424	424
roadmap_rsid2455.tsv	428	428
roadmap_rsid2456.tsv	428	428
roadmap_rsid2457.tsv	442	441
roadmap_rsid2458.tsv	460	459
roadmap_rsid2459.tsv	425	425
roadmap_rsid2460.tsv	422	422
roadmap_rsid2461.tsv	413	412
roadmap_rsid2462.tsv	431	431
roadmap_rsid2463.tsv	442	442
roadmap_rsid2464.tsv	481	481
roadmap_rsid2465.tsv	426	426
roadmap_rsid2466.tsv	444	443
roadmap_rsid2467.tsv	421	421
roadmap_rsid2468.tsv	442	442
roadmap_rsid2469.tsv	428	427
roadmap_rsid2470.tsv	446	445
roadmap_rsid2471.tsv	473	473
roadmap_rsid2472.tsv	426	425
roadmap_rsid2473.tsv	412	411
roadmap_rsid2474.tsv	438	438
roadmap_rsid2475.tsv	473	472
roadmap_rsid2476.tsv	431	431
roadmap_rsid2477.tsv	426	426
roadmap_rsid2478.tsv	443	443
roadmap_rsid2479.tsv	379	378
roadmap_rsid2480.tsv	429	426
roadmap_rsid2481.tsv	459	458
roadmap_rsid2482.tsv	409	407
roadmap_rsid2483.tsv	440	440
roadmap_rsid2484.tsv	426	426
roadmap_rsid2485.tsv	456	456
roadmap_rsid2486.tsv	436	436
roadmap_rsid2487.tsv	437	437
roadmap_rsid2488.tsv	430	430
roadmap_rsid2489.tsv	448	447
roadmap_rsid2490.tsv	417	416
roadmap_rsid2491.tsv	447	447
roadmap_rsid2492.tsv	456	455
roadmap_rsid2493.tsv	434	434
roadmap_rsid2494.tsv	446	446
roadmap_rsid2495.tsv	408	408
roadmap_rsid2496.tsv	465	464
roadmap_rsid2497.tsv	437	436
roadmap_rsid2498.tsv	441	440
roadmap_rsid2499.tsv	426	426
roadmap_rsid2500.tsv	428	427
roadmap_rsid2501.tsv	450	449
roadmap_rsid2502.tsv	413	411
roadmap_rsid2503.tsv	434	434
roadmap_rsid2504.tsv	452	452
roadmap_rsid2505.tsv	414	414
roadmap_rsid2506.tsv	445	445
roadmap_rsid2507.tsv	471	469
roadmap_rsid2508.tsv	423	422
roadmap_rsid2509.tsv	453	452
roadmap_rsid2510.tsv	451	450
roadmap_rsid2511.tsv	439	439
roadmap_rsid2512.tsv	432	431
roadmap_rsid2513.tsv	493	491
roadmap_rsid2514.tsv	455	454
roadmap_rsid2515.tsv	454	453
roadmap_rsid2516.tsv	444	444
roadmap_rsid2517.tsv	411	411
roadmap_rsid2518.tsv	448	448
roadmap_rsid2519.tsv	431	431
roadmap_rsid2520.tsv	447	446
roadmap_rsid2521.tsv	428	428
roadmap_rsid2522.tsv	459	458
roadmap_rsid2523.tsv	458	457
roadmap_rsid2524.tsv	442	442
roadmap_rsid2525.tsv	433	432
roadmap_rsid2526.tsv	473	473
roadmap_rsid2527.tsv	447	447
roadmap_rsid2528.tsv	426	426
roadmap_rsid2529.tsv	437	436
roadmap_rsid2530.tsv	428	428
roadmap_rsid2531.tsv	439	437
roadmap_rsid2532.tsv	477	476
roadmap_rsid2533.tsv	480	480
roadmap_rsid2534.tsv	445	444
roadmap_rsid2535.tsv	432	431
roadmap_rsid2536.tsv	461	461
roadmap_rsid2537.tsv	455	452
roadmap_rsid2538.tsv	435	435
roadmap_rsid2539.tsv	444	443
roadmap_rsid2540.tsv	449	447
roadmap_rsid2541.tsv	447	447
roadmap_rsid2542.tsv	410	409
roadmap_rsid2543.tsv	434	434
roadmap_rsid2544.tsv	425	423
roadmap_rsid2545.tsv	432	432
roadmap_rsid2546.tsv	401	401
roadmap_rsid2547.tsv	420	419
roadmap_rsid2548.tsv	465	465
roadmap_rsid2549.tsv	452	451
roadmap_rsid2550.tsv	404	404
roadmap_rsid2551.tsv	418	418
roadmap_rsid2552.tsv	453	453
roadmap_rsid2553.tsv	447	447
roadmap_rsid2554.tsv	452	451
roadmap_rsid2555.tsv	407	406
roadmap_rsid2556.tsv	434	433
roadmap_rsid2557.tsv	434	433
roadmap_rsid2558.tsv	430	430
roadmap_rsid2559.tsv	399	399
roadmap_rsid2560.tsv	448	447
roadmap_rsid2561.tsv	486	486
roadmap_rsid2562.tsv	448	447
roadmap_rsid2563.tsv	434	433
roadmap_rsid2564.tsv	419	418
roadmap_rsid2565.tsv	458	458
roadmap_rsid2566.tsv	425	424
roadmap_rsid2567.tsv	438	438
roadmap_rsid2568.tsv	474	474
roadmap_rsid2569.tsv	436	434
roadmap_rsid2570.tsv	432	432
roadmap_rsid2571.tsv	399	399
roadmap_rsid2572.tsv	450	450
roadmap_rsid2573.tsv	433	431
roadmap_rsid2574.tsv	424	424
roadmap_rsid2575.tsv	422	421
roadmap_rsid2576.tsv	427	425
roadmap_rsid2577.tsv	430	429
roadmap_rsid2578.tsv	439	439
roadmap_rsid2579.tsv	404	404
roadmap_rsid2580.tsv	422	422
roadmap_rsid2581.tsv	437	436
roadmap_rsid2582.tsv	447	444
roadmap_rsid2583.tsv	427	427
roadmap_rsid2584.tsv	399	399
roadmap_rsid2585.tsv	451	449
roadmap_rsid2586.tsv	451	451
roadmap_rsid2587.tsv	453	452
roadmap_rsid2588.tsv	460	457
roadmap_rsid2589.tsv	436	436
roadmap_rsid2590.tsv	426	424
roadmap_rsid2591.tsv	439	438
roadmap_rsid2592.tsv	426	425
roadmap_rsid2593.tsv	432	432
roadmap_rsid2594.tsv	437	437
roadmap_rsid2595.tsv	427	427
roadmap_rsid2596.tsv	414	414
roadmap_rsid2597.tsv	413	413
roadmap_rsid2598.tsv	431	430
roadmap_rsid2599.tsv	458	457
roadmap_rsid2600.tsv	407	406
roadmap_rsid2601.tsv	440	439
roadmap_rsid2602.tsv	455	453
roadmap_rsid2603.tsv	402	402
roadmap_rsid2604.tsv	449	449
roadmap_rsid2605.tsv	432	432
roadmap_rsid2606.tsv	453	453
roadmap_rsid2607.tsv	424	423
roadmap_rsid2608.tsv	464	463
roadmap_rsid2609.tsv	427	425
roadmap_rsid2610.tsv	407	407
roadmap_rsid2611.tsv	428	428
roadmap_rsid2612.tsv	448	447
roadmap_rsid2613.tsv	445	444
roadmap_rsid2614.tsv	450	449
roadmap_rsid2615.tsv	405	404
roadmap_rsid2616.tsv	411	410
roadmap_rsid2617.tsv	424	424
roadmap_rsid2618.tsv	455	454
roadmap_rsid2619.tsv	423	423
roadmap_rsid2620.tsv	452	451
roadmap_rsid2621.tsv	432	431
roadmap_rsid2622.tsv	441	442
roadmap_rsid2623.tsv	476	476
roadmap_rsid2624.tsv	437	436
roadmap_rsid2625.tsv	422	421
roadmap_rsid2626.tsv	434	433
roadmap_rsid2627.tsv	454	454
roadmap_rsid2628.tsv	426	426
roadmap_rsid2629.tsv	453	451
roadmap_rsid2630.tsv	446	446
roadmap_rsid2631.tsv	409	408
roadmap_rsid2632.tsv	434	432
roadmap_rsid2633.tsv	441	441
roadmap_rsid2634.tsv	431	430
roadmap_rsid2635.tsv	429	428
roadmap_rsid2636.tsv	432	432
roadmap_rsid2637.tsv	417	417
roadmap_rsid2638.tsv	433	432
roadmap_rsid2639.tsv	405	404
roadmap_rsid2640.tsv	440	440
roadmap_rsid2641.tsv	423	422
roadmap_rsid2642.tsv	423	424
roadmap_rsid2643.tsv	418	418
roadmap_rsid2644.tsv	452	452
roadmap_rsid2645.tsv	463	462
roadmap_rsid2646.tsv	413	411
roadmap_rsid2647.tsv	413	412
roadmap_rsid2648.tsv	426	426
roadmap_rsid2649.tsv	415	414
roadmap_rsid2650.tsv	437	436
roadmap_rsid2651.tsv	443	441
roadmap_rsid2652.tsv	441	438
roadmap_rsid2653.tsv	418	418
roadmap_rsid2654.tsv	424	423
roadmap_rsid2655.tsv	440	440
roadmap_rsid2656.tsv	433	433
roadmap_rsid2657.tsv	444	444
roadmap_rsid2658.tsv	425	425
roadmap_rsid2659.tsv	421	420
roadmap_rsid2660.tsv	439	439
roadmap_rsid2661.tsv	449	449
roadmap_rsid2662.tsv	414	414
roadmap_rsid2663.tsv	426	425
roadmap_rsid2664.tsv	441	439
roadmap_rsid2665.tsv	430	428
roadmap_rsid2666.tsv	441	440
roadmap_rsid2667.tsv	416	415
roadmap_rsid2668.tsv	456	456
roadmap_rsid2669.tsv	402	402
roadmap_rsid2670.tsv	446	446
roadmap_rsid2671.tsv	472	470
roadmap_rsid2672.tsv	448	448
roadmap_rsid2673.tsv	457	456
roadmap_rsid2674.tsv	433	432
roadmap_rsid2675.tsv	441	439
roadmap_rsid2676.tsv	423	423
roadmap_rsid2677.tsv	483	481
roadmap_rsid2678.tsv	446	446
roadmap_rsid2679.tsv	416	416
roadmap_rsid2680.tsv	427	426
roadmap_rsid2681.tsv	422	421
roadmap_rsid2682.tsv	420	419
roadmap_rsid2683.tsv	434	434
roadmap_rsid2684.tsv	455	455
roadmap_rsid2685.tsv	436	435
roadmap_rsid2686.tsv	436	436
roadmap_rsid2687.tsv	447	446
roadmap_rsid2688.tsv	429	429
roadmap_rsid2689.tsv	458	458
roadmap_rsid2690.tsv	454	454
roadmap_rsid2691.tsv	420	418
roadmap_rsid2692.tsv	459	458
roadmap_rsid2693.tsv	409	408
roadmap_rsid2694.tsv	426	425
roadmap_rsid2695.tsv	435	435
roadmap_rsid2696.tsv	429	428
roadmap_rsid2697.tsv	432	432
roadmap_rsid2698.tsv	437	436
roadmap_rsid2699.tsv	431	431
roadmap_rsid2700.tsv	438	438
roadmap_rsid2701.tsv	439	439
roadmap_rsid2702.tsv	462	462
roadmap_rsid2703.tsv	432	432
roadmap_rsid2704.tsv	446	446
roadmap_rsid2705.tsv	425	425
roadmap_rsid2706.tsv	432	432
roadmap_rsid2707.tsv	431	429
roadmap_rsid2708.tsv	438	438
roadmap_rsid2709.tsv	440	438
roadmap_rsid2710.tsv	426	426
roadmap_rsid2711.tsv	419	418
roadmap_rsid2712.tsv	421	421
roadmap_rsid2713.tsv	392	392
roadmap_rsid2714.tsv	456	454
roadmap_rsid2715.tsv	443	443
roadmap_rsid2716.tsv	478	478
roadmap_rsid2717.tsv	444	444
roadmap_rsid2718.tsv	435	435
roadmap_rsid2719.tsv	430	430
roadmap_rsid2720.tsv	437	437
roadmap_rsid2721.tsv	412	412
roadmap_rsid2722.tsv	450	450
roadmap_rsid2723.tsv	433	431
roadmap_rsid2724.tsv	421	420
roadmap_rsid2725.tsv	447	447
roadmap_rsid2726.tsv	422	420
roadmap_rsid2727.tsv	432	432
roadmap_rsid2728.tsv	429	429
roadmap_rsid2729.tsv	445	445
roadmap_rsid2730.tsv	433	432
roadmap_rsid2731.tsv	430	429
roadmap_rsid2732.tsv	462	461
roadmap_rsid2733.tsv	444	443
roadmap_rsid2734.tsv	418	418
roadmap_rsid2735.tsv	407	407
roadmap_rsid2736.tsv	480	479
roadmap_rsid2737.tsv	415	415
roadmap_rsid2738.tsv	468	468
roadmap_rsid2739.tsv	427	427
roadmap_rsid2740.tsv	462	462
roadmap_rsid2741.tsv	440	440
roadmap_rsid2742.tsv	407	407
roadmap_rsid2743.tsv	419	419
roadmap_rsid2744.tsv	415	415
roadmap_rsid2745.tsv	439	439
roadmap_rsid2746.tsv	436	436
roadmap_rsid2747.tsv	449	448
roadmap_rsid2748.tsv	434	434
roadmap_rsid2749.tsv	417	416
roadmap_rsid2750.tsv	446	446
roadmap_rsid2751.tsv	448	448
roadmap_rsid2752.tsv	474	474
roadmap_rsid2753.tsv	436	436
roadmap_rsid2754.tsv	463	462
roadmap_rsid2755.tsv	476	475
roadmap_rsid2756.tsv	434	433
roadmap_rsid2757.tsv	405	404
roadmap_rsid2758.tsv	462	462
roadmap_rsid2759.tsv	446	446
roadmap_rsid2760.tsv	445	445
roadmap_rsid2761.tsv	446	445
roadmap_rsid2762.tsv	446	446
roadmap_rsid2763.tsv	443	442
roadmap_rsid2764.tsv	450	448
roadmap_rsid2765.tsv	439	439
roadmap_rsid2766.tsv	425	425
roadmap_rsid2767.tsv	434	434
roadmap_rsid2768.tsv	419	418
roadmap_rsid2769.tsv	411	411
roadmap_rsid2770.tsv	475	475
roadmap_rsid2771.tsv	424	423
roadmap_rsid2772.tsv	434	434
roadmap_rsid2773.tsv	444	443
roadmap_rsid2774.tsv	430	430
roadmap_rsid2775.tsv	403	401
roadmap_rsid2776.tsv	467	466
roadmap_rsid2777.tsv	407	406
roadmap_rsid2778.tsv	400	400
roadmap_rsid2779.tsv	418	418
roadmap_rsid2780.tsv	452	452
roadmap_rsid2781.tsv	431	430
roadmap_rsid2782.tsv	446	446
roadmap_rsid2783.tsv	400	400
roadmap_rsid2784.tsv	448	448
roadmap_rsid2785.tsv	437	435
roadmap_rsid2786.tsv	449	448
roadmap_rsid2787.tsv	436	435
roadmap_rsid2788.tsv	420	420
roadmap_rsid2789.tsv	424	424
roadmap_rsid2790.tsv	420	417
roadmap_rsid2791.tsv	459	459
roadmap_rsid2792.tsv	436	435
roadmap_rsid2793.tsv	461	457
roadmap_rsid2794.tsv	414	414
roadmap_rsid2795.tsv	417	417
roadmap_rsid2796.tsv	440	440
roadmap_rsid2797.tsv	407	407
roadmap_rsid2798.tsv	439	439
roadmap_rsid2799.tsv	414	414
roadmap_rsid2800.tsv	450	449
roadmap_rsid2801.tsv	453	452
roadmap_rsid2802.tsv	466	466
roadmap_rsid2803.tsv	452	452
roadmap_rsid2804.tsv	422	422
roadmap_rsid2805.tsv	438	438
roadmap_rsid2806.tsv	408	406
roadmap_rsid2807.tsv	459	459
roadmap_rsid2808.tsv	419	419
roadmap_rsid2809.tsv	440	439
roadmap_rsid2810.tsv	429	428
roadmap_rsid2811.tsv	425	425
roadmap_rsid2812.tsv	432	432
roadmap_rsid2813.tsv	460	460
roadmap_rsid2814.tsv	419	418
roadmap_rsid2815.tsv	439	438
roadmap_rsid2816.tsv	467	466
roadmap_rsid2817.tsv	457	457
roadmap_rsid2818.tsv	450	450
roadmap_rsid2819.tsv	437	437
roadmap_rsid2820.tsv	429	428
roadmap_rsid2821.tsv	428	428
roadmap_rsid2822.tsv	461	461
roadmap_rsid2823.tsv	415	415
roadmap_rsid2824.tsv	433	432
roadmap_rsid2825.tsv	434	434
roadmap_rsid2826.tsv	438	438
roadmap_rsid2827.tsv	475	474
roadmap_rsid2828.tsv	418	418
roadmap_rsid2829.tsv	461	461
roadmap_rsid2830.tsv	464	460
roadmap_rsid2831.tsv	424	424
roadmap_rsid2832.tsv	424	424
roadmap_rsid2833.tsv	437	438
roadmap_rsid2834.tsv	464	464
roadmap_rsid2835.tsv	479	479
roadmap_rsid2836.tsv	445	443
roadmap_rsid2837.tsv	418	415
roadmap_rsid2838.tsv	452	452
roadmap_rsid2839.tsv	427	427
roadmap_rsid2840.tsv	485	484
roadmap_rsid2841.tsv	429	429
roadmap_rsid2842.tsv	457	456
roadmap_rsid2843.tsv	452	450
roadmap_rsid2844.tsv	469	469
roadmap_rsid2845.tsv	418	418
roadmap_rsid2846.tsv	453	452
roadmap_rsid2847.tsv	430	429
roadmap_rsid2848.tsv	457	456
roadmap_rsid2849.tsv	402	402
roadmap_rsid2850.tsv	445	445
roadmap_rsid2851.tsv	423	422
roadmap_rsid2852.tsv	437	435
roadmap_rsid2853.tsv	427	426
roadmap_rsid2854.tsv	426	424
roadmap_rsid2855.tsv	450	450
roadmap_rsid2856.tsv	452	452
roadmap_rsid2857.tsv	421	419
roadmap_rsid2858.tsv	436	434
roadmap_rsid2859.tsv	440	439
roadmap_rsid2860.tsv	420	420
roadmap_rsid2861.tsv	436	436
roadmap_rsid2862.tsv	447	447
roadmap_rsid2863.tsv	450	450
roadmap_rsid2864.tsv	431	431
roadmap_rsid2865.tsv	459	459
roadmap_rsid2866.tsv	430	429
roadmap_rsid2867.tsv	451	450
roadmap_rsid2868.tsv	454	453
roadmap_rsid2869.tsv	448	448
roadmap_rsid2870.tsv	428	427
roadmap_rsid2871.tsv	427	426
roadmap_rsid2872.tsv	426	426
roadmap_rsid2873.tsv	413	413
roadmap_rsid2874.tsv	429	426
roadmap_rsid2875.tsv	412	412
roadmap_rsid2876.tsv	456	456
roadmap_rsid2877.tsv	445	443
roadmap_rsid2878.tsv	444	442
roadmap_rsid2879.tsv	426	426
roadmap_rsid2880.tsv	448	448
roadmap_rsid2881.tsv	406	406
roadmap_rsid2882.tsv	448	448
roadmap_rsid2883.tsv	451	450
roadmap_rsid2884.tsv	427	427
roadmap_rsid2885.tsv	446	446
roadmap_rsid2886.tsv	474	473
roadmap_rsid2887.tsv	454	453
roadmap_rsid2888.tsv	422	422
roadmap_rsid2889.tsv	433	431
roadmap_rsid2890.tsv	459	459
roadmap_rsid2891.tsv	411	411
roadmap_rsid2892.tsv	419	419
roadmap_rsid2893.tsv	429	428
roadmap_rsid2894.tsv	437	437
roadmap_rsid2895.tsv	431	431
roadmap_rsid2896.tsv	443	443
roadmap_rsid2897.tsv	460	459
roadmap_rsid2898.tsv	418	418
roadmap_rsid2899.tsv	437	435
roadmap_rsid2900.tsv	390	390
roadmap_rsid2901.tsv	438	437
roadmap_rsid2902.tsv	440	440
roadmap_rsid2903.tsv	437	437
roadmap_rsid2904.tsv	421	421
roadmap_rsid2905.tsv	456	454
roadmap_rsid2906.tsv	421	421
roadmap_rsid2907.tsv	446	443
roadmap_rsid2908.tsv	461	460
roadmap_rsid2909.tsv	422	422
roadmap_rsid2910.tsv	411	411
roadmap_rsid2911.tsv	416	415
roadmap_rsid2912.tsv	455	455
roadmap_rsid2913.tsv	444	442
roadmap_rsid2914.tsv	432	430
roadmap_rsid2915.tsv	447	446
roadmap_rsid2916.tsv	433	431
roadmap_rsid2917.tsv	448	448
roadmap_rsid2918.tsv	417	415
roadmap_rsid2919.tsv	454	453
roadmap_rsid2920.tsv	442	441
roadmap_rsid2921.tsv	427	427
roadmap_rsid2922.tsv	443	443
roadmap_rsid2923.tsv	483	481
roadmap_rsid2924.tsv	426	426
roadmap_rsid2925.tsv	403	402
roadmap_rsid2926.tsv	410	410
roadmap_rsid2927.tsv	463	463
